WikiId,First name,Last name,Street count
Adam_Jarzębski,Adam,Jarzębski,2
Księcia_Opolski,Księcia Władysław,Opolski,2
Romek_Strzałkowski,Romek,Strzałkowski,2
Bolesław_Roi,Bolesław,Roi,2
Spytko_Jordan,Spytko,Jordan,2
Księcia_Wacław,Księcia,Wacław,2
Antoni_Stawarz,Antoni,Stawarz,2
Leon_Wałęgi,Leon,Wałęgi,2
Wacław_Boratyński,Wacław,Boratyński,2
Roman_Sanguszko,Roman,Sanguszko,2
Jerzy_Harasymowicz,Jerzy,Harasymowicz,2
Janusz_Pasierb,Janusz,Pasierb,2
Księżnej_Mazowiecka,Księżnej Anna,Mazowiecka,2
Brunon_Kiciński,Brunon,Kiciński,2
Włodzimierz_Wolski,Włodzimierz,Wolski,2
Adolf_Chojnacki,Adolf,Chojnacki,2
Józef_Jońc,Józef,Jońc,2
Krzysztof_Szydłowiecki,Krzysztof,Szydłowiecki,2
Jerzy_Michałowicz,Jerzy,Michałowicz,2
Krzysztof_Żegocki,Krzysztof,Żegocki,2
Tadeusz_Wendy,Tadeusz Apolinary,Wendy,2
Kamil_Norwid,Kamil Cyprian,Norwid,2
Adam_Trybus,Adam,Trybus,2
Michał_Rawity-Witanowski,Michał,Rawity-Witanowski,2
Stanisław_Fischer,Stanisław,Fischer,2
Józef_Roman,Józef,Roman,2
Stanisław_Rembek,Stanisław,Rembek,2
Kazimierz_Moszyński,Kazimierz,Moszyński,2
Michał_Okurzałego,Michał,Okurzałego,2
Józef_Paczkowski,Józef,Paczkowski,2
Kazimierz_Siemienowicz,Kazimierz,Siemienowicz,2
Tadeusz_Kochmański,Tadeusz,Kochmański,2
Franciszek_Lei,Franciszek,Lei,2
Michał_Zientary,Michał,Zientary,2
Antoni_Pajdak,Antoni,Pajdak,2
Stanisław_Jasiukowicz,Stanisław,Jasiukowicz,2
Jerzy_Fedkowicz,Jerzy,Fedkowicz,2
Ludwik_Gardowski,Ludwik,Gardowski,2
Jan_Muszyński,Jan,Muszyński,2
Stefan_Garczyński,Stefan,Garczyński,2
Henryk_Barycz,Henryk,Barycz,2
Józef_Krzeptowski,Józef,Krzeptowski,2
Jerzy_Ablewicz,Jerzy,Ablewicz,2
Tadeusz_Seweryn,Tadeusz,Seweryn,2
Henryk_Świdziński,Henryk,Świdziński,2
Józef_Warszewicz,Józef,Warszewicz,2
Maria_Wysłouchów,Maria i Bolesław,Wysłouchów,2
Jan_Wnęk,Jan,Wnęk,2
Zbigniew_Pawlak,Zbigniew,Pawlak,2
Sebastian_Flizak,Sebastian,Flizak,2
Zygmunt_Lubertowicz,Zygmunt,Lubertowicz,2
Józef_Bek,Józef,Bek,2
Królowej_Kingi,Królowej,Kingi,2
Nikifora_Krynicki,Nikifora,Krynicki,2
Stanisław_Chełchowski,Stanisław,Chełchowski,2
Emilia_Wojtyłów,Emilia i Karol,Wojtyłów,2
Julian_Grobelny,Julian,Grobelny,2
Zuzanna_Małaszczycka,Zuzanna,Małaszczycka,2
Pablo_Picasso,Pablo,Picasso,2
Jan_Hubert,Jan,Hubert,2
Franciszek_Kowalski,Franciszek,Kowalski,2
Wojciech_Weiss,Wojciech,Weiss,2
Stanisław_Potocki,Stanisław Kostka,Potocki,2
Władysław_Smoleński,Władysław,Smoleński,2
J._Niemcewicz,J. U.,Niemcewicz,2
Franciszek_Wężyk,Franciszek,Wężyk,2
Władysław_Klimaszewski,Władysław,Klimaszewski,2
I_Armii,I,Armii,2
Roman_Kobendzy,Roman,Kobendzy,2
Johannes_Brahms,Johannes,Brahms,2
Johanna_Strauss,Johanna,Strauss,2
Franciszek_Dobrowolski,Franciszek,Dobrowolski,2
Franciszek_Ryx,Franciszek,Ryx,2
Stefan_Mazowiecki,Stefan,Mazowiecki,2
Romuald_Jaworski,Romuald,Jaworski,2
Króla_Stanisława August,Króla,Stanisława August,2
Antoni_Kępiński,Antoni,Kępiński,2
Stanisław_Okoni,Stanisław,Okoni,2
Łukasz_Opaliński,Łukasz,Opaliński,2
Józef_Dietl,Józef,Dietl,2
Władysław_Hasior,Władysław,Hasior,2
Jan_Kurnakowicz,Jan,Kurnakowicz,2
Wojciech_Jastrzębowski,Wojciech,Jastrzębowski,2
Maurycy_Ravel,Maurycy,Ravel,2
Antoni_Fertner,Antoni,Fertner,2
Szczęsnego_Morawski,Szczęsnego,Morawski,2
Józef_Dutkiewicz,Józef,Dutkiewicz,2
Antoni_Wolski,Antoni,Wolski,2
Leon_Wasilewski,Leon,Wasilewski,2
Jan_Sibelius,Jan,Sibelius,2
Torfa_Załęski,Torfa,Załęski,2
Edward_Krasiński,Edward,Krasiński,2
Roman_Prawocheński,Roman,Prawocheński,2
Adam_Ciołkosz,Adam,Ciołkosz,2
Bronisław_Pieracki,Bronisław,Pieracki,2
Andriej_Sacharow,Andriej,Sacharow,2
Andrzej_Sokołowski,Andrzej,Sokołowski,2
Franciszek_Bielowicz,Franciszek,Bielowicz,2
Antoni_Odyniec,Antoni Edward,Odyniec,2
Jan_Piekałkiewicz,Jan,Piekałkiewicz,2
Feliks_Grabowski,Feliks,Grabowski,2
Zbigniew_Szacherski,Zbigniew,Szacherski,2
Józef_Cichecki,Józef,Cichecki,2
Zdzisław_Mączeński,Zdzisław,Mączeński,2
Stanisław_Lubomirski,Stanisław,Lubomirski,2
Antoni_Langer,Antoni,Langer,2
Honoriusz_Kowalczyk,Honoriusz,Kowalczyk,2
Józef_Wójcicki,Józef,Wójcicki,2
Jack_Decowski,Jack,Decowski,2
Giuseppe_Verdi,Giuseppe,Verdi,2
Samuel_Twardowski,Samuel,Twardowski,2
Królewicza_Jakub,Królewicza,Jakub,2
Franciszek_Liszt,Franciszek,Liszt,2
I_Brygady,I,Brygady,2
Olga_Małkowska,Olga,Małkowska,2
Jan_Wiśniewski,Jan,Wiśniewski,2
Stanisław_Papczyński,Stanisław,Papczyński,2
Tadeusz_Ginter,Tadeusz,Ginter,2
Stanisław_Hempl,Stanisław,Hempl,2
Antoni_Malczewski,Antoni,Malczewski,2
Aleksander_Patkowski,Aleksander,Patkowski,2
Jan_Andrusikiewicz,Jan Kanty,Andrusikiewicz,2
Księcia_Siemowita III,Księcia,Siemowita III,2
Jan_Lipski,Jan Józef,Lipski,2
Tadeusz_Rechniewski,Tadeusz,Rechniewski,2
Marian_Pisarek,Marian,Pisarek,2
Aleksander_Waszkowski,Aleksander,Waszkowski,2
Tadeusz_Joteyka,Tadeusz,Joteyka,2
Florian_Znaniecki,Florian,Znaniecki,2
Stanisław_Grzesiuk,Stanisław,Grzesiuk,2
Wacław_Lachman,Wacław,Lachman,2
Adam_Pług,Adam,Pług,2
Wojciech_Chrzanowski,Wojciech,Chrzanowski,2
Ludwik_Mycielski,Ludwik,Mycielski,2
Franciszek_Dmochowski,Franciszek Ksawery,Dmochowski,2
Kazimierz_Karasi,Kazimierz,Karasi,2
Stanisław_Rogalski,Stanisław,Rogalski,2
Adolf_Suligowski,Adolf,Suligowski,2
Piotr_Maszyński,Piotr,Maszyński,2
Aleksander_Gajkowicz,Aleksander,Gajkowicz,2
Ludwik_Kondratowicz,Ludwik,Kondratowicz,2
Ignacy_Kłopotowski,Ignacy,Kłopotowski,2
Karol_Bunsch,Karol,Bunsch,2
Stefan_Otwinowski,Stefan,Otwinowski,2
Halina_Krahelska,Halina,Krahelska,2
Szymon_Askenazego,Szymon,Askenazego,2
Aleksander_Kowalski,Aleksander,Kowalski,2
Kazimierz_Gierdziejewski,Kazimierz,Gierdziejewski,2
Jan_Jaroni,Jan,Jaroni,2
Emanuel_Kania,Emanuel,Kania,2
Krystian_Minkus,Krystian,Minkus,2
Księcia_Ziemowita III,Księcia,Ziemowita III,2
Władysław_Niegolewski,Władysław,Niegolewski,2
Matki_Dymman,Matki Florentyna,Dymman,2
Paweł_Suzin,Paweł,Suzin,2
Zofia_Niedziałkowska,Zofia,Niedziałkowska,2
VI_Poprzeczn,VI,Poprzeczn,2
VIII_Poprzeczn,VIII,Poprzeczn,2
Apoloniusz_Kędzierski,Apoloniusz,Kędzierski,2
Króla_Jana III,Króla,Jana III,2
Jan_Baron,Jan,Baron,2
Antoni_Nowowiejski,Antoni Julian,Nowowiejski,2
I_Brygady Legionów,I,Brygady Legionów,2
Jan_Ziei,Jan,Ziei,2
J._Kraszewski,J. I.,Kraszewski,2
Zygmunt_Vogel,Zygmunt,Vogel,2
Władysław_Czaplicki,Władysław,Czaplicki,2
Księcia_Wiśniowiecki,Księcia Jeremi,Wiśniowiecki,2
Błażej_Stolarski,Błażej,Stolarski,2
Antoni_Wróblewski,Antoni,Wróblewski,2
Juliusz_Rómmel,Juliusz,Rómmel,2
Andrzej_Sołtan,Andrzej,Sołtan,2
Zdzisław_Zamoyski,Zdzisław,Zamoyski,2
Książąt_Opolskich,Książąt,Opolskich,2
Władysław_Planetorz,Władysław,Planetorz,2
Karol_Gajdzik,Karol,Gajdzik,2
Franciszek_Siarczyński,Franciszek,Siarczyński,2
Roman_Horoszkiewicz,Roman,Horoszkiewicz,2
Wincentyny_Karska,Wincentyny,Karska,2
Piotr_Gaszowc,Piotr,Gaszowc,2
Franciszek_Christiani,Franciszek Ksawery,Christiani,2
Jan_Zientarski,Jan,Zientarski,2
Henryk_Mierzejewski,Henryk,Mierzejewski,2
Władysław_Rawicz,Władysław,Rawicz,2
Antoni_Dobrowolski,Antoni Bolesław,Dobrowolski,2
Stanisław_Lencewicz,Stanisław,Lencewicz,2
Mieczysław_Wolfkego,Mieczysław,Wolfkego,2
Franciszek_Kawa,Franciszek,Kawa,2
Jan_Hus,Jan,Hus,2
Kazimierz_Szałas,Kazimierz,Szałas,2
August_Wilkoński,August,Wilkoński,2
Paweł_Hulka-Laskowski,Paweł,Hulka-Laskowski,2
Stanisław_Kierbedź,Stanisław,Kierbedź,2
Kazimierz_Kuratowski,Kazimierz,Kuratowski,2
Dominik_Merlini,Dominik,Merlini,2
Wawrzyniec_Świerzego,Wawrzyniec,Świerzego,2
Władysław_Herman,Władysław I,Herman,2
IV_Poprzeczn,IV,Poprzeczn,2
XI_Poprzeczn,XI,Poprzeczn,2
I_Dywizji,I,Dywizji,2
Kazimierz_Krysiak,Kazimierz,Krysiak,2
Władysław_Malecki,Władysław,Malecki,2
XII_Poprzeczn,XII,Poprzeczn,2
VII_Poprzeczn,VII,Poprzeczn,2
X_Poprzeczn,X,Poprzeczn,2
Wacław_Tokarz,Wacław,Tokarz,2
I_Poprzeczn,I,Poprzeczn,2
V_Poprzeczn,V,Poprzeczn,2
Franciszek_Lanci,Franciszek Maria,Lanci,2
Filipina_Płaskowicka,Filipina,Płaskowicka,2
Henryk_Raabego,Henryk,Raabego,2
Oskar_Sosnowski,Oskar,Sosnowski,2
Maciej_Kamieński,Maciej,Kamieński,2
IX_Poprzeczn,IX,Poprzeczn,2
Jakub_Przyłuski,Jakub,Przyłuski,2
Henryk_Opieński,Henryk,Opieński,2
Wawrzyniec_Surowiecki,Wawrzyniec,Surowiecki,2
Władysław_Lerch,Władysław,Lerch,2
Stanisław_Hozjusz,Stanisław,Hozjusz,2
Aleksandra_Śląska,Aleksandra,Śląska,2
Joseph_Eichendorff,Joseph,Eichendorff,2
Andrzej_Munk,Andrzej,Munk,2
Teodor_Toeplitz,Teodor,Toeplitz,2
Kazimierz_Stefanowicz,Kazimierz,Stefanowicz,2
Piotr_Kuczka,Piotr,Kuczka,2
Stanisław_Kazury,Stanisław,Kazury,2
Władysław_Liniarski,Władysław,Liniarski,2
Józef_Marjański,Józef,Marjański,2
Kazimierz_Dłuski,Kazimierz,Dłuski,2
Witold_Sławiński,Witold,Sławiński,2
Jan_Nielubowicz,Jan,Nielubowicz,2
Władysław_Wysocki,Władysław,Wysocki,2
Norbert_Adamowicz,Norbert,Adamowicz,2
Feliks_Konarski,Feliks,Konarski,2
Franciszek_Kotula,Franciszek,Kotula,2
Stanisław_Brzósko,Stanisław,Brzósko,2
Józef_Pelczar,Józef,Pelczar,2
Leopold_Kula,Leopold Lisa,Kula,2
Stanisław_Pędzich,Stanisław,Pędzich,2
Stanisław_Fiszer,Stanisław,Fiszer,2
Karol_Lewakowski,Karol,Lewakowski,2
Roalda_Amundsen,Roalda,Amundsen,2
Filip_Roboty,Filip,Roboty,2
Horst_Bienk,Horst,Bienk,2
Bronisław_Kania,Bronisław,Kania,2
Edmund_Osmańczyk,Edmund Jan,Osmańczyk,2
Sergiusz_Mossor,Sergiusz,Mossor,2
Jan_Wawrzynk,Jan,Wawrzynk,2
Franciszek_Myśliwc,Franciszek,Myśliwc,2
Stanisław_Suchowolc,Stanisław,Suchowolc,2
Franciszek_Skowronek,Franciszek,Skowronek,2
Wiesław_Kielar,Wiesław,Kielar,2
Franciszek_Szymański,Franciszek,Szymański,2
Bohdan_Winiarski,Bohdan,Winiarski,2
Stefan_Bieszk,Stefan,Bieszk,2
Janusz_Radziwiłł,Janusz,Radziwiłł,2
Jan_Dobrego,Jan,Dobrego,2
Paweł_Lipowczan,Paweł,Lipowczan,2
Stanisław_Smolka,Stanisław,Smolka,2
Erazm_Ciołk,Erazm,Ciołk,2
Kazimierz_Zarankiewicz,Kazimierz,Zarankiewicz,2
Zygmunt_Żywocki,Zygmunt,Żywocki,2
Mikołaj_Powały,Mikołaj,Powały,2
Franciszek_Treder,Franciszek,Treder,2
Jan_Raczkowski,Jan,Raczkowski,2
Teodor_Roosevelt,Teodor,Roosevelt,2
Spytko_Ligęza,Spytko,Ligęza,2
Józef_Stachowicz,Józef,Stachowicz,2
Romuald_Pitery,Romuald,Pitery,2
Ignacy_Chodźko,Ignacy,Chodźko,2
Józef_Jałowego,Józef,Jałowego,2
Stanisław_Niewiadomski,Stanisław,Niewiadomski,2
Stanisław_Leśniewski,Stanisław,Leśniewski,2
Vincenta_van Gogh,Vincenta,van Gogh,2
Stanisław_Wasylewski,Stanisław,Wasylewski,2
Adam_Gruca,Adam,Gruca,2
Jan_Jankowski,Jan Stanisław,Jankowski,2
Leon_Czogały,Leon,Czogały,2
Stefan_Majewski,Stefan,Majewski,2
Józef_Eichendorff,Józef von,Eichendorff,2
Karol_Grzesik,Karol,Grzesik,2
Stanisław_Kulczyński,Stanisław,Kulczyński,2
Józef_Dobis,Józef,Dobis,2
Leon_Roppl,Leon,Roppl,2
Wiktor_Gorzołka,Wiktor,Gorzołka,2
Jan_Łangowski,Jan,Łangowski,2
Ryszard_Lubowiedzki,Ryszard,Lubowiedzki,2
Kazimierz_Malczewski,Kazimierz,Malczewski,2
Jan_Zachariasiewicz,Jan,Zachariasiewicz,2
Józef_Struś,Józef,Struś,2
Księcia_Leszka Białego,Księcia,Leszka Białego,2
Braci_Staniuków,Braci,Staniuków,2
Lubomir_Szopiński,Lubomir,Szopiński,2
Teodor_Bolduan,Teodor,Bolduan,2
Kazimierz_Opaliński,Kazimierz,Opaliński,2
Władysław_Jasiński,Władysław,Jasiński,2
Piotr_Chwalczewski,Piotr,Chwalczewski,2
Stanisław_Tarnowski,Stanisław,Tarnowski,2
Walenty_Lewandowski,Walenty,Lewandowski,2
Jan_Górecki,Jan,Górecki,2
Wosia_Budzysz,Wosia,Budzysz,2
Józef_Sikora,Józef,Sikora,2
Wielkiego_Witold,Wielkiego Księcia,Witold,2
Franciszek_Napierały,Franciszek,Napierały,2
Edward_Łakomy,Edward,Łakomy,2
Michał_Glinka,Michał,Glinka,2
Ludwik_Beethoven,Ludwik,Beethoven,2
Tadeusz_Browicz,Tadeusz,Browicz,2
Alf_Liczmański,Alf,Liczmański,2
Jan_Rostk,Jan,Rostk,2
Franciszek_Kręcki,Franciszek,Kręcki,2
Władysław_Pniewski,Władysław,Pniewski,2
Królowej_Elżbiety,Królowej,Elżbiety,2
Braci_Grimm,Braci,Grimm,2
Mieczysław_Karasi,Mieczysław,Karasi,2
Józef_Milewski,Józef,Milewski,2
Franciszek_Pepliński,Franciszek,Pepliński,2
Helmut_Kajzar,Helmut,Kajzar,2
2_Szwoleżerów Rokitniańskich,2 Pułku,Szwoleżerów Rokitniańskich,2
Alfons_Chmielewski,Alfons,Chmielewski,2
Józef_Łęgowski,Józef,Łęgowski,2
Władysław_Kojdr,Władysław,Kojdr,2
Józef_Baron,Józef,Baron,2
Karol_Borchardt,Karol,Borchardt,2
Julian_Węgrzynowicz,Julian,Węgrzynowicz,2
Jerzy_Antoniewicz,Jerzy,Antoniewicz,2
Romuald_Jałbrzykowski,Romuald,Jałbrzykowski,2
Romuald_Minkiewicz,Romuald,Minkiewicz,2
Karol_Pomianowski,Karol,Pomianowski,2
Władysław_Cieszyński,Władysław,Cieszyński,2
Kazimierz_Leski,Kazimierz,Leski,2
Stanisław_Wąsowicz,Stanisław,Wąsowicz,2
Jan_Haffner,Jan Jerzy,Haffner,2
Franciszek_Kubacz,Franciszek,Kubacz,2
Andrzej_Modrzewski,Andrzej,Modrzewski,2
Róża_Ostrowska,Róża,Ostrowska,2
Niccola_Paganini,Niccola,Paganini,2
Zygmunt_Brodowicz,Zygmunt,Brodowicz,2
Paweł_Olszewski,Paweł,Olszewski,2
Jakub_Wagi,Jakub,Wagi,2
Filip_Neri,Filip,Neri,2
Franciszek_Mamuszka,Franciszek,Mamuszka,2
Konstanty_Kalinowski,Konstanty,Kalinowski,2
J._Ptach,J. Z.,Ptach,2
Piotr_Kmity,Piotr,Kmity,2
Anna_Łajming,Anna,Łajming,2
Ursyna_Niemcewicz,Ursyna,Niemcewicz,2
Kornel_Filipowicz,Kornel,Filipowicz,2
Ludwik_Kojzar,Ludwik,Kojzar,2
Roman_Dyboski,Roman,Dyboski,2
Julian_Ochorowicz,Julian,Ochorowicz,2
Adrian_Głębocki,Adrian,Głębocki,2
Bonawentura_Metler,Bonawentura,Metler,2
Szymon_Krofey,Szymon,Krofey,2
Jan_Sarkandr,Jan,Sarkandr,2
Leon_Heykego,Leon,Heykego,2
Józef_Treder,Józef,Treder,2
Lucjan_Cylkowski,Lucjan,Cylkowski,2
Gabriel_Władysławski,Gabriel,Władysławski,2
Bolesław_Romanowski,Bolesław,Romanowski,2
Ignacy_Szpunar,Ignacy,Szpunar,2
Stefan_Hausbrandt,Stefan,Hausbrandt,2
Józef_Zator-Przytocki,Józef,Zator-Przytocki,2
Aleksandra_Gabrysiak,Aleksandra,Gabrysiak,2
Stanisława_Fleszarowa-Muskat,Stanisława,Fleszarowa-Muskat,2
Franciszek_Chrószcz,Franciszek,Chrószcz,2
Jan_Kubik,Jan,Kubik,2
Aleksander_Brzeziński,Aleksander,Brzeziński,2
Janko_Wiśniewski,Janko,Wiśniewski,2
Danuta_Baduszkowej,Danuta,Baduszkowej,2
Adam_Grabowski,Adam Stanisław,Grabowski,2
Karol_Conradi,Karol,Conradi,2
Ludwik_Skrzypk,Ludwik,Skrzypk,2
Zofia_Kossak-Szatkowska,Zofia,Kossak-Szatkowska,2
Antoni_Janusz,Antoni,Janusz,2
Bernard_Krawczyk,Bernard,Krawczyk,2
Jan_Sztwiertnia,Jan,Sztwiertnia,2
Marcin_Strzody,Marcin,Strzody,2
Józef_Michalski,Józef,Michalski,2
Michał_Poleski,Michał,Poleski,2
Paweł_Bobk,Paweł,Bobk,2
Wacław_Grodecki,Wacław,Grodecki,2
Stefan_Ramułt,Stefan,Ramułt,2
Johannes_Chrząszcz,Johannes,Chrząszcz,2
Józef_Bilczewski,Józef,Bilczewski,2
Władysław_Wołkow,Władysław,Wołkow,2
Józef_Kiedroni,Józef,Kiedroni,2
Jan_Gajda,Jan,Gajda,2
Aleksander_Skowroński,Aleksander,Skowroński,2
Jan_Śliwka,Jan,Śliwka,2
Władysław_Baran,Władysław,Baran,2
Antoni_Korczok,Antoni,Korczok,2
Józef_Knosały,Józef,Knosały,2
Maksym_Gorki,Maksym,Gorki,2
Antoni_Osuchowski,Antoni,Osuchowski,2
Michaił_Lermontow,Michaił,Lermontow,2
Małgorzata_Szewczyk,Małgorzata,Szewczyk,2
Józef_Gallus,Józef,Gallus,2
Jan_Łysk,Jan,Łysk,2
Jan_Andersen,Jan Christian,Andersen,2
Konstanty_Wolny,Konstanty,Wolny,2
Jan_Baranowicz,Jan,Baranowicz,2
Jan_Styczyński,Jan,Styczyński,2
Alojzy_Konior,Alojzy,Konior,2
Feliks_Michalski,Feliks,Michalski,2
Jan_Sadowski,Jan,Sadowski,2
Ignacy_Świeżego,Ignacy,Świeżego,2
Jan_Kapicy,Jan,Kapicy,2
Jan_Stęślicki,Jan Nepomucen,Stęślicki,2
Edmund_Kokot,Edmund,Kokot,2
Marian_Kantor-Mirski,Marian,Kantor-Mirski,2
Jerzy_Ossoliński,Jerzy,Ossoliński,2
Łukasz_Wallis,Łukasz,Wallis,2
Józef_Ligęza,Józef,Ligęza,2
Stanisław_Weber,Stanisław,Weber,2
Jan_Wróbel,Jan,Wróbel,2
Marcin_Watoły,Marcin,Watoły,2
Karol_Klimesz,Karol,Klimesz,2
Józef_Kruk,Józef,Kruk,2
Henryk_Dulęby,Henryk,Dulęby,2
Kazimierz_Gołby,Kazimierz,Gołby,2
Józef_Piernikarczyk,Józef,Piernikarczyk,2
Igor_Strawiński,Igor,Strawiński,2
Zygmunt_Walter-Janke,Zygmunt,Walter-Janke,2
Alfredo_Brandowski,Alfredo,Brandowski,2
Stanisław_Karwowski,Stanisław,Karwowski,2
Stanisław_Kobyliński,Stanisław,Kobyliński,2
Stanisław_Rochowiak,Stanisław,Rochowiak,2
Zdzisław_Hierowski,Zdzisław,Hierowski,2
Józef_Gawron,Józef,Gawron,2
Tadeusz_Jabłoński,Tadeusz,Jabłoński,2
Maksymilian_Huber,Maksymilian,Huber,2
Jerzy_Gardy,Jerzy,Gardy,2
Józef_Radoszewski,Józef,Radoszewski,2
Michał_Sokolnicki,Michał,Sokolnicki,2
Jerzy_Burski,Jerzy,Burski,2
Jan_Lippert,Jan,Lippert,2
Mikołaj_Firlej,Mikołaj,Firlej,2
Bolesław_Skarżyński,Bolesław,Skarżyński,2
Władysław_Turowski,Władysław,Turowski,2
Stefan_Łysik,Stefan,Łysik,2
Jan_Rymarkiewicz,Jan,Rymarkiewicz,2
I_Dywizji Wojska Polski,I,Dywizji Wojska Polski,2
Jan_Hanowski,Jan,Hanowski,2
Jadwiga_Prendowska,Jadwiga,Prendowska,2
Roman_Kotlarz,Roman,Kotlarz,2
Jan_Chodkiewicz,Jan,Chodkiewicz,2
Włodzimierz_Zonn,Włodzimierz,Zonn,2
Thomas_Wilson,Thomas Woodrowa,Wilson,2
Johna_Baildon,Johna,Baildon,2
Wacław_Osiński,Wacław,Osiński,2
Michał_Lengowski,Michał,Lengowski,2
Florian_Piotrowski,Florian,Piotrowski,2
Ernest_Kościński,Ernest,Kościński,2
Jerzy_Bukowski,Jerzy,Bukowski,2
Zbyszko_Godlewski,Zbyszko,Godlewski,2
Tomasz_Dziamy,Tomasz,Dziamy,2
Księcia_Jarema,Księcia,Jarema,2
Tadeusz_Stępowski,Tadeusz,Stępowski,2
Roman_Drews,Roman,Drews,2
Mateusz_Zabłocki,Mateusz,Zabłocki,2
Konrad_Swinarski,Konrad,Swinarski,2
Bernard_Świerczyny,Bernard,Świerczyny,2
Teofil_Ociepka,Teofil,Ociepka,2
Mikołaj_Dobrzycki,Mikołaj,Dobrzycki,2
Otton_Ślizieni,Otton,Ślizieni,2
Zygmunt_Podhorski,Zygmunt,Podhorski,2
Jan_Woronicz,Jan,Woronicz,2
Jan_Małeckich,Jan i Hieronim,Małeckich,2
Antoni_Małecki,Antoni,Małecki,2
Seweryna_Mielżyński,Seweryna,Mielżyński,2
Józef_Szermentowski,Józef,Szermentowski,2
Józef_Dowbór-Muśnicki,Józef,Dowbór-Muśnicki,2
Wojciech_Bąk,Wojciech,Bąk,2
Teodor_Korcz,Teodor,Korcz,2
Maria_Szembekowej,Maria,Szembekowej,2
Bolesław_Czerwiński,Bolesław,Czerwiński,2
Stanisław_Bąk,Stanisław,Bąk,2
Franciszek_Lazar,Franciszek,Lazar,2
Waldemar_Milewicz,Waldemar,Milewicz,2
Bronisław_Hager,Bronisław,Hager,2
Jan_Świderski,Jan,Świderski,2
Kazimierz_Zenkteler,Kazimierz,Zenkteler,2
Andrzej_Niegolewskich,Andrzej i Władysław,Niegolewskich,2
Jan_Frenzl,Jan,Frenzl,2
Ignacy_Nowak,Ignacy,Nowak,2
Wacław_Strażewicz,Wacław,Strażewicz,2
Jan_Wojkiewicz,Jan,Wojkiewicz,2
Michał_Brzeski,Michał,Brzeski,2
Henryk_Kowalówka,Henryk,Kowalówka,2
Ksawery_Zakrzewski,Ksawery,Zakrzewski,2
Marian_Orłoni,Marian,Orłoni,2
Roman_Szymański,Roman,Szymański,2
Franciszek_Witaszk,Franciszek,Witaszk,2
Edward_Taylor,Edward,Taylor,2
Leon_Włodarczak,Leon,Włodarczak,2
Marcin_Borzymowski,Marcin,Borzymowski,2
Apolinary_Szeluty,Apolinary,Szeluty,2
Paweł_Steinmetz,Paweł,Steinmetz,2
Ludwik_Osiński,Ludwik,Osiński,2
Józef_Grobelny,Józef Edward,Grobelny,2
Stanisław_Wiechowicz,Stanisław,Wiechowicz,2
Antoni_Pawlaczyk,Antoni,Pawlaczyk,2
Leonardo_Wojciechowski,Leonardo,Wojciechowski,2
Ignacy_Posadzego,Ignacy,Posadzego,2
Antonio_Vivaldi,Antonio,Vivaldi,2
Edmund_Massalski,Edmund,Massalski,2
Jan_Umiński,Jan,Umiński,2
Leon_Mroczkiewicz,Leon,Mroczkiewicz,2
Franciszek_Czapski,Franciszek,Czapski,2
Maksymilian_Grochowski,Maksymilian,Grochowski,2
Braci_Gillerów,Braci,Gillerów,2
Księżnej_Jolanty,Księżnej,Jolanty,2
Ignacy_Buszy,Ignacy,Buszy,2
Zygmunt_Humerczyk,Zygmunt,Humerczyk,2
Bronisław_Duch,Bronisław,Duch,2
Jan_Papugi,Jan,Papugi,2
Filip_Skoraczewski,Filip,Skoraczewski,2
Karol_Rostworowski,Karol Hubert,Rostworowski,2
Księżnej_Dąbrówka,Księżnej,Dąbrówka,2
Wanda_Pieniężnej,Wanda,Pieniężnej,2
E._Bieleckich,E. i H.,Bieleckich,2
Juliusz_Bursche,Juliusz,Bursche,2
Bronisław_Świderski,Bronisław,Świderski,2
Edmund_Callier,Edmund,Callier,2
Heliodor_Święcicki,Heliodor,Święcicki,2
Anna_Memoraty,Anna,Memoraty,2
Antoni_Andrzejewski,Antoni,Andrzejewski,2
Florian_Dąbrowski,Florian,Dąbrowski,2
Felicjan_Składkowski,Felicjan Sławoja,Składkowski,2
Jędrzej_Śniadeckich,Jędrzej i Jan,Śniadeckich,2
Józef_Rivoli,Józef,Rivoli,2
Wiktor_Pacajew,Wiktor,Pacajew,2
Zygmunt_Deyczakowski,Zygmunt,Deyczakowski,2
Zygmunt_Grudziński,Zygmunt,Grudziński,2
Genowefa_Młynarz,Genowefa,Młynarz,2
Tytus_Działyński,Tytus,Działyński,2
Henryk_Walezego,Henryk,Walezego,2
Księcia_Warcisława III,Księcia,Warcisława III,2
Jerzy_Duda-Gracz,Jerzy,Duda-Gracz,2
Księcia_Racibor,Księcia,Racibor,2
Anna_Chodorowska,Anna Beata,Chodorowska,2
Michał_Doliwo-Dobrowolski,Michał,Doliwo-Dobrowolski,2
Józef_Pieter,Józef,Pieter,2
Świętych_Piotra i Pawł,Świętych,Piotra i Pawł,2
August_Fieldorf-Nil,August Emil,Fieldorf-Nil,2
Andrzej_Średniawski,Andrzej,Średniawski,2
Maurycy_Beniowski,Maurycy August,Beniowski,2
Gieorgija_Dobrowolski,Gieorgija,Dobrowolski,2
Henryk_Wereszycki,Henryk,Wereszycki,2
Stanisław_Szymański,Stanisław,Szymański,2
Antoni_Rzadki,Antoni,Rzadki,2
Nikołaj_Gogol,Nikołaj,Gogol,2
