person,personLabel,occupationLabel
http://www.wikidata.org/entity/Q6149434,Jan Marcin Szancer,rytownik
http://www.wikidata.org/entity/Q6149437,Jan Maria Gisges,poeta
http://www.wikidata.org/entity/Q6149543,Jan Moor-Jankowski,naukowiec
http://www.wikidata.org/entity/Q6149825,Jan Romocki,poeta
http://www.wikidata.org/entity/Q6149846,Jan Rybkowski,scenarzysta
http://www.wikidata.org/entity/Q6149846,Jan Rybkowski,reżyser filmowy
http://www.wikidata.org/entity/Q6150897,Tadeusz Klimecki,oficer
http://www.wikidata.org/entity/Q6154487,Janina Broniewska,pisarz
http://www.wikidata.org/entity/Q6156064,Janusz Minkiewicz,poeta
http://www.wikidata.org/entity/Q6156064,Janusz Minkiewicz,dziennikarz
http://www.wikidata.org/entity/Q8860780,Emilia Chopin,kompozytor
http://www.wikidata.org/entity/Q8860787,Zygmunt Choromański,ksiądz katolicki
http://www.wikidata.org/entity/Q8860797,Andrzej Chruszczyński,krytyk literacki
http://www.wikidata.org/entity/Q8860803,Paweł Chrzanowski,
http://www.wikidata.org/entity/Q8860809,Wiesław Chrzanowski (inżynier),inżynier
http://www.wikidata.org/entity/Q8860815,Karol Chwalibóg,
http://www.wikidata.org/entity/Q8860820,Edward Cichocki,architekt
http://www.wikidata.org/entity/Q8860824,Wincenty Cichorski,senator
http://www.wikidata.org/entity/Q8860831,Henryk Cieszkowski,poeta
http://www.wikidata.org/entity/Q8860837,Tadeusz Cieślewski,malarz
http://www.wikidata.org/entity/Q8860844,Andrzej Cłapa,fotograf
http://www.wikidata.org/entity/Q8860860,Jacek Cydzik,architekt
http://www.wikidata.org/entity/Q8860865,Jerzy Cytowski,historyk
http://www.wikidata.org/entity/Q8860871,Anna Czapska,architekt
http://www.wikidata.org/entity/Q8860878,Franciszek Czarnomski,
http://www.wikidata.org/entity/Q8860884,Czesław Czarnowski,
http://www.wikidata.org/entity/Q8860892,Zbigniew Czeczot-Gawrak,filmoznawca
http://www.wikidata.org/entity/Q8860903,Marian Czerwiński (komunista),polityk
http://www.wikidata.org/entity/Q8860909,Włodzimierz Czetwertyński-Światopełk,
http://www.wikidata.org/entity/Q8860915,Władysław Czosnowski,biznesmen
http://www.wikidata.org/entity/Q8860923,Franciszek Czubalski,lekarz
http://www.wikidata.org/entity/Q8860929,Henryk Czudek,
http://www.wikidata.org/entity/Q8860936,Bartłomiej Czychy,
http://www.wikidata.org/entity/Q8860943,Sławomir Dabulewicz,polityk
http://www.wikidata.org/entity/Q8860951,Franciszek Dalewski,
http://www.wikidata.org/entity/Q8860956,Dobiesław Damięcki,aktor
http://www.wikidata.org/entity/Q8860956,Dobiesław Damięcki,reżyser teatralny
http://www.wikidata.org/entity/Q8860963,Wojciech Danielski,Q10567966
http://www.wikidata.org/entity/Q8860970,Bronisław Dardziński,aktor
http://www.wikidata.org/entity/Q8860970,Bronisław Dardziński,aktor filmowy
http://www.wikidata.org/entity/Q8860976,Jerzy Dargiel,aktor
http://www.wikidata.org/entity/Q8860976,Jerzy Dargiel,kompozytor
http://www.wikidata.org/entity/Q8860976,Jerzy Dargiel,reżyser teatralny
http://www.wikidata.org/entity/Q8860983,Wawrzyniec Dayczak,architekt
http://www.wikidata.org/entity/Q8860990,Halina Maria Dąbrowolska,
http://www.wikidata.org/entity/Q8860998,Wanda Dąbrowska,
http://www.wikidata.org/entity/Q8861006,Bonawentura Dąbrowski,malarz
http://www.wikidata.org/entity/Q8861024,Marian Dehnel,oficer
http://www.wikidata.org/entity/Q8861024,Marian Dehnel,ginekolog
http://www.wikidata.org/entity/Q8861033,Jan Dekert,ksiądz katolicki
http://www.wikidata.org/entity/Q8861039,Jan Delinikajtys,lekarz
http://www.wikidata.org/entity/Q8861045,Leon Dembowski,
http://www.wikidata.org/entity/Q7944091,Mieczysław Szerer,prawnik
http://www.wikidata.org/entity/Q7944091,Mieczysław Szerer,socjolog
http://www.wikidata.org/entity/Q7944095,Jadwiga Szklarska,
http://www.wikidata.org/entity/Q7944099,Franciszek Szlachcic,polityk
http://www.wikidata.org/entity/Q7944103,Henryk Szletyński,aktor
http://www.wikidata.org/entity/Q7944103,Henryk Szletyński,reżyser filmowy
http://www.wikidata.org/entity/Q7944103,Henryk Szletyński,reżyser teatralny
http://www.wikidata.org/entity/Q7944106,Edward Sznajder,
http://www.wikidata.org/entity/Q7944111,Wacław Szokalski,oficer
http://www.wikidata.org/entity/Q7944115,Andrzej Szomański,historyk
http://www.wikidata.org/entity/Q7944119,Jerzy Szopa,
http://www.wikidata.org/entity/Q7944121,Edward Szpitel,
http://www.wikidata.org/entity/Q7944123,Irena Sztachelska,pediatra
http://www.wikidata.org/entity/Q7944124,Jerzy Sztachelski,lekarz
http://www.wikidata.org/entity/Q7944127,Tadeusz Sztumberk-Rychter,
http://www.wikidata.org/entity/Q7944135,Jerzy Szukała,
http://www.wikidata.org/entity/Q7944140,Henryk Szumski,oficer
http://www.wikidata.org/entity/Q7944144,Stanisław Szwalbe,
http://www.wikidata.org/entity/Q7944147,Stanisław Szwarc-Bronikowski,dziennikarz
http://www.wikidata.org/entity/Q7944150,Zbigniew Szydłowski,
http://www.wikidata.org/entity/Q7944154,Mirosław Szymanik,
http://www.wikidata.org/entity/Q7944155,Ryszard Szymanik,inżynier
http://www.wikidata.org/entity/Q7944157,Wacław Szymanowski,fizyk
http://www.wikidata.org/entity/Q7944161,Jan Szymanowski,
http://www.wikidata.org/entity/Q7944163,Stefan Szymański,polityk
http://www.wikidata.org/entity/Q7944165,Władysław Szymłowski,
http://www.wikidata.org/entity/Q7944166,Eugeniusz Szyr,polityk
http://www.wikidata.org/entity/Q7944167,Czesław Szystowski,oficer
http://www.wikidata.org/entity/Q7944171,Michał Szyszko-Dąbek,polityk
http://www.wikidata.org/entity/Q7944174,Jan Śliwiński,polityk
http://www.wikidata.org/entity/Q7944177,Zygmunt Śluzek,
http://www.wikidata.org/entity/Q7944181,Jan Śpiewak,poeta
http://www.wikidata.org/entity/Q7944181,Jan Śpiewak,tłumacz
http://www.wikidata.org/entity/Q7944181,Jan Śpiewak,eseista
http://www.wikidata.org/entity/Q7944184,Stefan Śródka,aktor
http://www.wikidata.org/entity/Q7944184,Stefan Śródka,reżyser teatralny
http://www.wikidata.org/entity/Q7944186,Michał Światopełk-Mirski,
http://www.wikidata.org/entity/Q7944188,Jan Światowiec,oficer
http://www.wikidata.org/entity/Q7944189,Henryk Świątkowski,adwokat
http://www.wikidata.org/entity/Q7944192,Hanna Świda-Ziemba,socjolog
http://www.wikidata.org/entity/Q7944194,Jerzy Świderski,
http://www.wikidata.org/entity/Q7944196,Stanisław Świtalski,oficer
http://www.wikidata.org/entity/Q7944201,Bolesław Taborski,poeta
http://www.wikidata.org/entity/Q7944201,Bolesław Taborski,tłumacz
http://www.wikidata.org/entity/Q7944203,Hubert Taczanowski,żołnierz
http://www.wikidata.org/entity/Q7944207,Jan Tarasin,malarz
http://www.wikidata.org/entity/Q7944207,Jan Tarasin,rytownik
http://www.wikidata.org/entity/Q7944210,Włodzimierz Tarło-Maziński,nauczyciel
http://www.wikidata.org/entity/Q7944214,Jan Tarnowski,
http://www.wikidata.org/entity/Q7944217,Krystyna Tempska-Cyrankiewicz,lekarz
http://www.wikidata.org/entity/Q7944220,Stanisław Tessaro,oficer
http://www.wikidata.org/entity/Q7944222,Stanisław Thiel,oficer
http://www.wikidata.org/entity/Q7944226,Władysław Tkaczewski,lekarz
http://www.wikidata.org/entity/Q7944226,Władysław Tkaczewski,oficer
http://www.wikidata.org/entity/Q7944229,Stanisław Tkaczow,polityk
http://www.wikidata.org/entity/Q7944234,Julian Tokarski,polityk
http://www.wikidata.org/entity/Q7944237,Zdzisław Tokarski,polityk
http://www.wikidata.org/entity/Q7944241,Stanisław Tołwiński,polityk
http://www.wikidata.org/entity/Q7944244,Zdzisław Tomal,rolnik
http://www.wikidata.org/entity/Q7944248,Czesław Tomasik,
http://www.wikidata.org/entity/Q7944252,Artur Tomaszewski,dyplomata
http://www.wikidata.org/entity/Q7944256,Kazimierz Tomaszewski,oficer
http://www.wikidata.org/entity/Q7944257,Witold Trąmpczyński,ekonomista
http://www.wikidata.org/entity/Q7944257,Witold Trąmpczyński,dyplomata
http://www.wikidata.org/entity/Q7944259,Mieczysław Treutler,
http://www.wikidata.org/entity/Q7944260,Wiktor Trojanowski,polityk
http://www.wikidata.org/entity/Q7944260,Wiktor Trojanowski,lekarz weterynarii
http://www.wikidata.org/entity/Q7944261,Bronisław Troński,dziennikarz
http://www.wikidata.org/entity/Q7944263,Józef Trzemeski,fizyk
http://www.wikidata.org/entity/Q7944263,Józef Trzemeski,oficer
http://www.wikidata.org/entity/Q7944263,Józef Trzemeski,odkrywca
http://www.wikidata.org/entity/Q7944264,Tadeusz Tuczapski,polityk
http://www.wikidata.org/entity/Q7944265,Edmund Tudruj,
http://www.wikidata.org/entity/Q7944266,Józef Tuliszkowski,
http://www.wikidata.org/entity/Q7944268,Wacław Tułodziecki,
http://www.wikidata.org/entity/Q7944269,Józef Turski,polityk
http://www.wikidata.org/entity/Q7944271,Stanisław Turski,matematyk
http://www.wikidata.org/entity/Q7944273,Stefania Tuwimowa,
http://www.wikidata.org/entity/Q7944275,Tadeusz Tyczyński,
http://www.wikidata.org/entity/Q7944277,Wiesław Tyczyński,
http://www.wikidata.org/entity/Q7944278,Eryka Tyszkówna,
http://www.wikidata.org/entity/Q7944281,Mieczysław Ubysz,poeta
http://www.wikidata.org/entity/Q7944285,Tadeusz Ulatowski,koszykarz
http://www.wikidata.org/entity/Q7944287,Juliusz Ulrych,oficer
http://www.wikidata.org/entity/Q7944290,Andrzej Ułasiewicz,
http://www.wikidata.org/entity/Q7944293,Ryochu Umeda,historyk
http://www.wikidata.org/entity/Q7944293,Ryochu Umeda,tłumacz
http://www.wikidata.org/entity/Q7944296,Yoshiho Umeda,przedsiębiorca
http://www.wikidata.org/entity/Q7944300,Kazimierz Underko,
http://www.wikidata.org/entity/Q7944303,Zdzisław Unieszowski,
http://www.wikidata.org/entity/Q7941604,Władysław Dominik,polityk
http://www.wikidata.org/entity/Q7941608,Ryszard Doński,dziennikarz
http://www.wikidata.org/entity/Q7941612,Leon Dorantt,
http://www.wikidata.org/entity/Q7941616,Michał Dowbor,lekarz weterynarii
http://www.wikidata.org/entity/Q7941621,Anatol Dowżenko,
http://www.wikidata.org/entity/Q7941628,Hubert Drapella,scenarzysta
http://www.wikidata.org/entity/Q7941628,Hubert Drapella,reżyser filmowy
http://www.wikidata.org/entity/Q7941628,Hubert Drapella,reżyser
http://www.wikidata.org/entity/Q7941631,Barbara Drapińska,aktor
http://www.wikidata.org/entity/Q7941638,Leszek Drewniak,oficer
http://www.wikidata.org/entity/Q9356905,Teofan (Protasiewicz),
http://www.wikidata.org/entity/Q9372378,Wiaczesław Rafalski,
http://www.wikidata.org/entity/Q9375630,Witold Dynowski,naukowiec
http://www.wikidata.org/entity/Q9389651,Zdzisław Dembowski,inżynier
http://www.wikidata.org/entity/Q9396232,Światosław Ziemlański,fizjolog
http://www.wikidata.org/entity/Q11119002,Mychajło Pohotowko,członek personelu wojskowego
http://www.wikidata.org/entity/Q11685250,Aleksy Znosko,
http://www.wikidata.org/entity/Q11713849,Irena Szpak,
http://www.wikidata.org/entity/Q11715886,Jadwiga Has,pisarz
http://www.wikidata.org/entity/Q11715886,Jadwiga Has,poeta
http://www.wikidata.org/entity/Q11718099,Jan Kowalenko,
http://www.wikidata.org/entity/Q11724328,Jerzy Antychowicz,profesor
http://www.wikidata.org/entity/Q11724328,Jerzy Antychowicz,lekarz weterynarii
http://www.wikidata.org/entity/Q11724828,Jerzy Klinger,pracownik naukowy
http://www.wikidata.org/entity/Q11724887,Jerzy Kozakiewicz (aktor),aktor
http://www.wikidata.org/entity/Q11725403,Jerzy Skowronek,historyk
http://www.wikidata.org/entity/Q11768760,Maria Burska-Przybora,piosenkarz
http://www.wikidata.org/entity/Q11769301,Marian Bendza,oficer
http://www.wikidata.org/entity/Q11769388,Marian Friedmann,aktor
http://www.wikidata.org/entity/Q11769796,Marian Łohutko,
http://www.wikidata.org/entity/Q11779209,Michał Serzycki,prawnik
http://www.wikidata.org/entity/Q11779209,Michał Serzycki,funkcjonariusz publiczny
http://www.wikidata.org/entity/Q11780782,Mikołaj Kawelin,
http://www.wikidata.org/entity/Q11780801,Mikołaj Kowal-Miedźwiecki,astronom
http://www.wikidata.org/entity/Q11780801,Mikołaj Kowal-Miedźwiecki,generał
http://www.wikidata.org/entity/Q11781691,Miron Kertyczak,
http://www.wikidata.org/entity/Q11788955,Nadzieja Drucka,pisarz
http://www.wikidata.org/entity/Q11792795,Nonna Bakun-Czubarow,geolog
http://www.wikidata.org/entity/Q11802745,Pantalejmon Simanski,historyk wojskowości
http://www.wikidata.org/entity/Q11818138,Piotr Szarejko,ginekolog
http://www.wikidata.org/entity/Q12075586,Wiktor Abaza,członek personelu wojskowego
http://www.wikidata.org/entity/Q12085756,Q12085756,członek personelu wojskowego
http://www.wikidata.org/entity/Q12089205,Q12089205,członek personelu wojskowego
http://www.wikidata.org/entity/Q12094007,Q12094007,członek personelu wojskowego
http://www.wikidata.org/entity/Q12102339,Q12102339,dyrygent
http://www.wikidata.org/entity/Q12106796,Q12106796,członek personelu wojskowego
http://www.wikidata.org/entity/Q12117927,Q12117927,oficer
http://www.wikidata.org/entity/Q12142264,Q12142264,członek personelu wojskowego
http://www.wikidata.org/entity/Q12149009,Q12149009,członek personelu wojskowego
http://www.wikidata.org/entity/Q12149557,Q12149557,członek personelu wojskowego
http://www.wikidata.org/entity/Q12167509,Q12167509,malarz
http://www.wikidata.org/entity/Q12168816,Aleksander Cynkałowski,archeolog
http://www.wikidata.org/entity/Q14540682,Bogdan Potocki,aktor
http://www.wikidata.org/entity/Q15485980,Romuald Bauer,ekonomista
http://www.wikidata.org/entity/Q16334937,Stanisława Stanclik,ilustrator
http://www.wikidata.org/entity/Q16334937,Stanisława Stanclik,grafik
http://www.wikidata.org/entity/Q16562837,Jerzy Michalewicz,aktor
http://www.wikidata.org/entity/Q16571815,Lew Jerogin,członek personelu wojskowego
http://www.wikidata.org/entity/Q16600559,Serafin Kiryłowicz,
http://www.wikidata.org/entity/Q18067554,Wacław Halc,
http://www.wikidata.org/entity/Q18245659,Q18245659,oficer
http://www.wikidata.org/entity/Q19722308,Klimient Czechowicz,kapłan
http://www.wikidata.org/entity/Q19722308,Klimient Czechowicz,protojerej
http://www.wikidata.org/entity/Q20918632,Leszek Gasztych,
http://www.wikidata.org/entity/Q23071990,Helena Ziółkowska,pediatra
http://www.wikidata.org/entity/Q23071990,Helena Ziółkowska,nefrolog
http://www.wikidata.org/entity/Q24263427,Xenia Grey,aktor
http://www.wikidata.org/entity/Q28053781,Iwan Pasternacki,nauczyciel
http://www.wikidata.org/entity/Q28053781,Iwan Pasternacki,lekarz
http://www.wikidata.org/entity/Q28053781,Iwan Pasternacki,psychiatra
http://www.wikidata.org/entity/Q28155181,Mikołaj Lenczewski,
http://www.wikidata.org/entity/Q29549471,Jerzy Androsiuk,architekt
http://www.wikidata.org/entity/Q30610830,Q30610830,
http://www.wikidata.org/entity/Q30902822,Jerzy Wiklendt,fotograf
http://www.wikidata.org/entity/Q42028100,Q42028100,oficer
http://www.wikidata.org/entity/Q42897649,Włodzimierz Trusiewicz,
http://www.wikidata.org/entity/Q60693733,Zbigniew Szymański,dyplomata
http://www.wikidata.org/entity/Q60693739,Stanisław Patkowski,członek personelu wojskowego
http://www.wikidata.org/entity/Q61944414,Wacław Feryniec,
http://www.wikidata.org/entity/Q55743,Jacek Kuroń,polityk
http://www.wikidata.org/entity/Q55743,Jacek Kuroń,historyk
http://www.wikidata.org/entity/Q55743,Jacek Kuroń,działacz związkowy
http://www.wikidata.org/entity/Q55799,Barbara Wachowicz,pisarz
http://www.wikidata.org/entity/Q55832,Bolesław Bierut,polityk
http://www.wikidata.org/entity/Q55834,Wojciech Jaruzelski,polityk
http://www.wikidata.org/entity/Q55924,Józef Oleksy,polityk
http://www.wikidata.org/entity/Q55924,Józef Oleksy,ekonomista
http://www.wikidata.org/entity/Q55927,Jan Olszewski,pisarz
http://www.wikidata.org/entity/Q55927,Jan Olszewski,adwokat
http://www.wikidata.org/entity/Q55927,Jan Olszewski,polityk
http://www.wikidata.org/entity/Q55927,Jan Olszewski,działacz związkowy
http://www.wikidata.org/entity/Q55941,Przemysław Gosiewski,polityk
http://www.wikidata.org/entity/Q75027,Albrecht Lempp,tłumacz
http://www.wikidata.org/entity/Q75027,Albrecht Lempp,polonista
http://www.wikidata.org/entity/Q100005,Tadeusz Borowski,pisarz
http://www.wikidata.org/entity/Q100005,Tadeusz Borowski,poeta
http://www.wikidata.org/entity/Q100005,Tadeusz Borowski,dziennikarz
http://www.wikidata.org/entity/Q100005,Tadeusz Borowski,krytyk
http://www.wikidata.org/entity/Q100005,Tadeusz Borowski,publicysta
http://www.wikidata.org/entity/Q114549,Jadwiga Chojnacka,aktor
http://www.wikidata.org/entity/Q114549,Jadwiga Chojnacka,aktor filmowy
http://www.wikidata.org/entity/Q120599,Jerzy Putrament,pisarz
http://www.wikidata.org/entity/Q120599,Jerzy Putrament,poeta
http://www.wikidata.org/entity/Q120599,Jerzy Putrament,polityk
http://www.wikidata.org/entity/Q120599,Jerzy Putrament,dyplomata
http://www.wikidata.org/entity/Q120599,Jerzy Putrament,dziennikarz
http://www.wikidata.org/entity/Q122775,Kazimierz Moczarski,pisarz
http://www.wikidata.org/entity/Q122775,Kazimierz Moczarski,biograf
http://www.wikidata.org/entity/Q122775,Kazimierz Moczarski,bojownik ruchu oporu
http://www.wikidata.org/entity/Q122775,Kazimierz Moczarski,dziennikarz
http://www.wikidata.org/entity/Q9253578,Emil Wojtaszek,polityk
http://www.wikidata.org/entity/Q9253578,Emil Wojtaszek,dyplomata
http://www.wikidata.org/entity/Q9254695,Ernest Wiśniewski,
http://www.wikidata.org/entity/Q9255831,Eugeniusz Ajewski,architekt
http://www.wikidata.org/entity/Q9255872,Eugeniusz Czarnowski,ekonomista
http://www.wikidata.org/entity/Q9255964,Eugeniusz Kątkowski,oficer
http://www.wikidata.org/entity/Q9255969,Eugeniusz Ladenberger,oficer
http://www.wikidata.org/entity/Q9256011,Eugeniusz Olszewski,inżynier
http://www.wikidata.org/entity/Q9256011,Eugeniusz Olszewski,historyk
http://www.wikidata.org/entity/Q9256047,Eugeniusz Stawiński,działacz związkowy
http://www.wikidata.org/entity/Q9256099,Eugeniusz Zadrzyński,
http://www.wikidata.org/entity/Q9256768,Ewa Matuszewska,
http://www.wikidata.org/entity/Q9258475,Felicja Fornalska,polityk
http://www.wikidata.org/entity/Q9258552,Feliks Borecki,
http://www.wikidata.org/entity/Q9258624,Feliks Jakub Miklas,oficer
http://www.wikidata.org/entity/Q9258678,Feliks Lorek,polityk
http://www.wikidata.org/entity/Q9258714,Feliks Papliński,polityk
http://www.wikidata.org/entity/Q9258719,Feliks Pendelski,
http://www.wikidata.org/entity/Q9259008,Ferdynand Jarocha,rzeźbiarz
http://www.wikidata.org/entity/Q9262247,Franciszek Biedrzycki,polityk
http://www.wikidata.org/entity/Q9262452,Franciszek Herman,oficer
http://www.wikidata.org/entity/Q9262469,Franciszek Ilski,polityk
http://www.wikidata.org/entity/Q9262509,Franciszek Jurecki,
http://www.wikidata.org/entity/Q9262646,Franciszek Kucybała,polityk
http://www.wikidata.org/entity/Q9265111,Gabriel Korbut,naukowiec
http://www.wikidata.org/entity/Q9281976,Grzegorz Miecugow,dziennikarz
http://www.wikidata.org/entity/Q9282815,Gustaw Alef-Bolkowiak,
http://www.wikidata.org/entity/Q9282827,Gustaw Billewicz,oficer
http://www.wikidata.org/entity/Q9282857,Gustaw Macewicz,oficer
http://www.wikidata.org/entity/Q9282866,Gustaw Ostapowicz,oficer
http://www.wikidata.org/entity/Q9285322,Halina Chmielewska,reżyser filmowy
http://www.wikidata.org/entity/Q9285322,Halina Chmielewska,reżyser
http://www.wikidata.org/entity/Q9287358,Helena Kozłowska,polityk
http://www.wikidata.org/entity/Q9287362,Helena Kołaczkowska,pisarz
http://www.wikidata.org/entity/Q9287371,Helena Kurnatowska,polityk
http://www.wikidata.org/entity/Q9287916,Henryk Bagiński,oficer
http://www.wikidata.org/entity/Q9288209,Henryk Holland,dziennikarz
http://www.wikidata.org/entity/Q9288240,Henryk Jankowski,
http://www.wikidata.org/entity/Q9288278,Henryk Jędrzejewski,działacz związkowy
http://www.wikidata.org/entity/Q9288353,Henryk Kostrzewa,oficer
http://www.wikidata.org/entity/Q9288359,Henryk Kozanecki,oficer
http://www.wikidata.org/entity/Q9288367,Henryk Krajewski,oficer
http://www.wikidata.org/entity/Q9288422,Henryk Ligięza,polityk
http://www.wikidata.org/entity/Q9288442,Henryk Lukrec,dziennikarz
http://www.wikidata.org/entity/Q9291534,Herman Rappaport,historyk
http://www.wikidata.org/entity/Q9303051,Rafał Praga,dziennikarz
http://www.wikidata.org/entity/Q9303557,Rajmund Jaworowski,oficer
http://www.wikidata.org/entity/Q9303557,Rajmund Jaworowski,działacz związkowy
http://www.wikidata.org/entity/Q9310954,Robert Leszczyński,krytyk muzyczny
http://www.wikidata.org/entity/Q9310954,Robert Leszczyński,dziennikarz muzyczny
http://www.wikidata.org/entity/Q9312270,Roman Fidelski,polityk
http://www.wikidata.org/entity/Q9312331,Roman Jabłonowski,dziennikarz
http://www.wikidata.org/entity/Q9312413,Roman Kryże,sędzia
http://www.wikidata.org/entity/Q9312494,Roman Misztal,oficer
http://www.wikidata.org/entity/Q9322526,Romuald Gadomski,polityk
http://www.wikidata.org/entity/Q9323770,Rudolf Dzipanow,łyżwiarz szybki
http://www.wikidata.org/entity/Q9324655,Ryszard Dobieszak,polityk
http://www.wikidata.org/entity/Q9324685,Ryszard Frydrych,oficer
http://www.wikidata.org/entity/Q9324731,Ryszard Jamontt-Krzywicki,
http://www.wikidata.org/entity/Q9324790,Ryszard Kubiczek,
http://www.wikidata.org/entity/Q9324825,Ryszard Marek Groński,dziennikarz
http://www.wikidata.org/entity/Q9324998,Ryszard Szuster (generał MO),
http://www.wikidata.org/entity/Q9325054,Ryszard Zasępa,statystyk
http://www.wikidata.org/entity/Q9341517,Stanisław Aleksandrzak,dziennikarz
http://www.wikidata.org/entity/Q9341577,Stanisław Batawia,kryminolog
http://www.wikidata.org/entity/Q9341585,Stanisław Beniger,inżynier
http://www.wikidata.org/entity/Q9341585,Stanisław Beniger,polityk
http://www.wikidata.org/entity/Q9341869,Stanisław Dąbrowski,adwokat
http://www.wikidata.org/entity/Q9341874,Stanisław Ehrlich,pracownik naukowy
http://www.wikidata.org/entity/Q9341992,Stanisław Gross,sędzia
http://www.wikidata.org/entity/Q9341992,Stanisław Gross,adwokat
http://www.wikidata.org/entity/Q9342024,Stanisław Gębala (komunista),polityk
http://www.wikidata.org/entity/Q9342064,Stanisław Huskowski,
http://www.wikidata.org/entity/Q9342075,Stanisław Ihnatowicz,polityk
http://www.wikidata.org/entity/Q9342118,Stanisław Janusz,polityk
http://www.wikidata.org/entity/Q9342118,Stanisław Janusz,rolnik
http://www.wikidata.org/entity/Q9342119,Stanisław Janusz Sosabowski,lekarz
http://www.wikidata.org/entity/Q9342316,Stanisław Kotek-Agroszewski,
http://www.wikidata.org/entity/Q9342428,Stanisław Kwiatkowski,działacz związkowy
http://www.wikidata.org/entity/Q9342468,Stanisław Likiernik,żołnierz
http://www.wikidata.org/entity/Q9342500,Stanisław Makowski,historyk
http://www.wikidata.org/entity/Q9342515,Stanisław Marcinkowski,
http://www.wikidata.org/entity/Q9342588,Stanisław Mikke,adwokat
http://www.wikidata.org/entity/Q9342689,Stanisław Nowicki (pułkownik),oficer
http://www.wikidata.org/entity/Q9342829,Stanisław Pizło,
http://www.wikidata.org/entity/Q9342944,Stanisław Rongenc,polityk
http://www.wikidata.org/entity/Q9343090,Stanisław Springwald,oficer
http://www.wikidata.org/entity/Q9343093,Stanisław Sroka,
http://www.wikidata.org/entity/Q9343207,Stanisław Szymański (tancerz),artysta
http://www.wikidata.org/entity/Q9343289,Stanisław Walczak,polityk
http://www.wikidata.org/entity/Q9343331,Stanisław Wierzyński,
http://www.wikidata.org/entity/Q9343386,Stanisław Wróblewski,oficer
http://www.wikidata.org/entity/Q9343431,Stanisław Zaleski,lekarz weterynarii
http://www.wikidata.org/entity/Q9343431,Stanisław Zaleski,mikrobiolog
http://www.wikidata.org/entity/Q9343502,Stanisław Łapot,polityk
http://www.wikidata.org/entity/Q9343579,Stanisława Dembowska,biolog
http://www.wikidata.org/entity/Q9343586,Stanisława Garncarczykowa,
http://www.wikidata.org/entity/Q9344900,Stefan Broniowski,oficer
http://www.wikidata.org/entity/Q9345023,Stefan Głowacki,
http://www.wikidata.org/entity/Q9345035,Stefan Hubicki,oficer
http://www.wikidata.org/entity/Q8861053,Zdzisław Dębicki,poeta
http://www.wikidata.org/entity/Q8861061,Bronisława Dłuska,ginekolog
http://www.wikidata.org/entity/Q8861061,Bronisława Dłuska,onkolog
http://www.wikidata.org/entity/Q8861068,Ludwik Adam Dmuszewski,aktor
http://www.wikidata.org/entity/Q8861068,Ludwik Adam Dmuszewski,reżyser teatralny
http://www.wikidata.org/entity/Q8861083,Halina Dobrowolska,aktor
http://www.wikidata.org/entity/Q8861087,Jerzy Dobrowolski,aktor
http://www.wikidata.org/entity/Q8861097,Gustaw Dobrucki,ginekolog
http://www.wikidata.org/entity/Q8861107,Medard Downarowicz,polityk
http://www.wikidata.org/entity/Q8861115,Mirosława Dubrawska,aktor
http://www.wikidata.org/entity/Q8861120,Emilia Dukszyńska-Dukszta,malarz
http://www.wikidata.org/entity/Q8861128,Leszek Dulęba,inżynier lotniczy
http://www.wikidata.org/entity/Q8861135,Zbigniew Dunajewski,rzeźbiarz
http://www.wikidata.org/entity/Q8861143,Tomasz Dybowski,sędzia
http://www.wikidata.org/entity/Q8861153,Aleksander Dyżewski,inżynier
http://www.wikidata.org/entity/Q8861167,Kazimierz Elżanowski,oficer
http://www.wikidata.org/entity/Q8861172,Marek Elżanowski,
http://www.wikidata.org/entity/Q8861178,Jan Fajęcki,polityk
http://www.wikidata.org/entity/Q8861184,Hipolit Falkowski,inżynier budownictwa
http://www.wikidata.org/entity/Q8861190,Michał Falzmann,
http://www.wikidata.org/entity/Q8861197,Tadeusz Faryna,lekarz
http://www.wikidata.org/entity/Q8861207,Eugeniusz Fąfara,
http://www.wikidata.org/entity/Q8861215,Antoni Klemens Fertner,
http://www.wikidata.org/entity/Q8861224,Barbara Fijewska,aktor
http://www.wikidata.org/entity/Q8861224,Barbara Fijewska,choreograf
http://www.wikidata.org/entity/Q8861224,Barbara Fijewska,reżyser teatralny
http://www.wikidata.org/entity/Q8861231,Leszek Filipczyński,inżynier
http://www.wikidata.org/entity/Q8861238,Józef Filipecki,lekarz
http://www.wikidata.org/entity/Q8861244,Daniel Filleborn,piosenkarz
http://www.wikidata.org/entity/Q8861244,Daniel Filleborn,śpiewak operowy
http://www.wikidata.org/entity/Q8861251,Władysław Fiszdon,fizyk
http://www.wikidata.org/entity/Q8861251,Władysław Fiszdon,matematyk
http://www.wikidata.org/entity/Q8861258,Zbigniew Flisowski,historyk
http://www.wikidata.org/entity/Q8861277,Antoni Edward Fraenkel,bankier
http://www.wikidata.org/entity/Q8861284,Samuel Fraenkel,bankier
http://www.wikidata.org/entity/Q8861289,Mieczysław Frenkiel,aktor
http://www.wikidata.org/entity/Q8861296,Jan Fruziński,biznesmen
http://www.wikidata.org/entity/Q8861304,Franciszek Ksawery Fuchs,biznesmen
http://www.wikidata.org/entity/Q8861311,Adam Gagatnicki,
http://www.wikidata.org/entity/Q8861318,Stanisław Gall,oficer
