page_title,page_length,incoming_links,interwiki_links,street_count,Score,
Adam_Mickiewicz,54232,2203,5,707,412,
Fryderyk_Chopin,93114,1649,5,351,403,
Juliusz_Słowacki,36238,1231,3,547,375,
Julian_Tuwim,34128,676,5,265,375,
Roman_Dmowski,85942,492,5,90,363,
Jarosław_Iwaszkiewicz,25705,565,6,72,358,
Andrzej_Wajda,130401,1734,6,6,356,
Maria_Konopnicka,38632,574,2,558,350,
Stefan_Żeromski,29931,773,2,405,347,
Stanisław_Lem,123614,720,3,55,345,
Tadeusz_Mazowiecki,62767,588,5,18,339,
Bolesław_Prus,23281,501,2,433,339,
Stanisław_Moniuszko,22857,621,2,273,335,
Leopold_Staff,52247,288,3,115,334,
Władysław_Reymont,26836,548,2,235,333,
Kazimierz_Sosnkowski,156808,631,3,23,333,
Józef_Haller,43220,621,2,129,331,
Maria_Dąbrowska,26303,297,3,139,330,
Witold_Lutosławski,35330,440,4,35,330,
Hugo_Kołłątaj,21189,671,3,66,329,
Wojciech_Korfanty,29674,549,3,64,329,
Władysław_Broniewski,27540,356,2,238,327,
Ignacy_Daszyński,63347,493,2,96,327,
Zbigniew_Herbert,64259,485,2,80,324,
Gabriela_Zapolska,37404,242,3,84,323,
Jan_Matejko,29115,949,1,257,323,
Eugeniusz_Kwiatkowski,29372,471,3,48,322,
Tadeusz_Kutrzeba,36046,501,3,39,322,
Wisława_Szymborska,36421,618,2,74,321,
Władysław_Anders,60375,795,1,147,319,
Stanisław_Wojciechowski,54339,709,3,16,319,
Władysław_Grabski,94752,459,2,37,316,
Stefan_Starzyński,42283,283,3,33,313,
Michael_Jackson,127161,1128,5,,312,
Czesław_Niemen,53441,567,2,31,310,
Zofia_Nałkowska,16185,267,2,142,310,
Maria_Rodziewiczówna,29276,119,4,35,308,
Jan_Brzechwa,14455,249,2,139,307,
Eliza_Orzeszkowa,22167,293,1,323,306,
Jan_Nowak-Jeziorański,37671,317,3,17,304,
Kazimierz_Przerwa-Tetmajer,32185,310,2,49,303,
Jan_Karski,47679,199,3,20,302,
Władysław_Orkan,22356,175,2,86,299,
Wojciech_Bogusławski,25478,286,2,46,299,
Oskar_Kolberg,29772,290,2,40,298,
Władysław_Bartoszewski,70221,656,2,9,298,
Agnieszka_Osiecka,44980,400,2,21,298,
Stefan_Banach,23839,172,3,22,294,
Melchior_Wańkowicz,88597,299,1,53,293,
Jarosław_Dąbrowski,12692,128,2,113,293,
Bolesław_Limanowski,27521,184,2,46,293,
Tadeusz_Kotarbiński,84055,288,2,13,292,
Václav_Havel,62784,470,5,,292,
Kazimierz_Górski,26653,441,2,18,292,
Paweł_Jasienica,29647,290,3,9,291,
Wojciech_Jaruzelski,107349,1060,3,,289,
Jurij_Gagarin,22662,235,2,32,289,
Zbigniew_Religa,29441,311,3,7,289,
Kornel_Makuszyński,24400,291,1,88,288,
Józef_Unrug,26065,219,3,10,287,
Stanisław_Mikołajczyk,22251,464,1,57,287,
Bolesław_Leśmian,22641,318,1,81,287,
Józef_Beck,138075,475,2,3,286,
Joachim_Lelewel,20061,362,1,72,286,
Andrzej_Strug,14854,117,2,66,285,
Wojciech_Kossak,31147,277,1,66,285,
Ludwig_van_Beethoven,85186,931,3,,285,
Józef_Stalin,96086,2148,2,,284,
Johannes_Brahms,17168,402,4,2,284,
Marian_Rejewski,59825,154,3,6,284,
Bolesław_Bierut,73963,922,3,,283,
Krzysztof_Kieślowski,71126,488,2,4,283,
Spencer_Tracy,98679,355,4,,283,
Aleksander_Kamiński,28973,240,2,17,283,
Jan_Lechoń,36130,176,2,17,280,
Stanisław_Sosabowski,48869,152,2,15,279,
Bronisław_Geremek,31928,414,3,2,279,
Stanisław_Konarski,37263,147,1,71,279,
Mieczysław_Karłowicz,21930,218,1,67,278,
Xawery_Dunikowski,14069,203,2,24,278,
Władysław_Syrokomla,17768,153,2,27,278,
Piotr_Michałowski,17310,121,2,32,277,
Ryszard_Kukliński,59528,120,2,13,276,
Wojciech_Kilar,38791,470,1,17,275,
Grażyna_Bacewicz,25334,140,2,19,275,
Władysław_Tatarkiewicz,11755,222,3,7,275,
Kazimierz_Brodziński,49619,101,2,16,274,
Kazimierz_Deyna,88139,420,3,,273,
Anna_German,38808,314,2,5,273,
Irena_Szewińska,51174,756,2,1,273,
Jędrzej_Moraczewski,53996,287,2,4,272,
Ludwik_Zamenhof,18178,178,1,59,271,
Władysław_Szafer,15669,693,1,16,271,
Aleksander_Zelwerowicz,17821,160,2,16,271,
Karol_Kurpiński,25467,182,1,44,271,
Jacek_Kaczmarski,60436,458,3,,271,
Jacek_Kuroń,54565,486,3,,271,
Oscar_Wilde,10690,361,5,,270,
Władysław_Komar,12970,241,2,12,270,
Gustaw_Morcinek,16084,148,1,69,270,
Tadeusz_Komorowski,38187,376,2,3,270,
Józef_Gosławski,97929,144,4,,270,
Ludwik_Mierosławski,25841,238,1,30,269,
Władysław_Konopczyński,88275,421,2,1,269,
Hanka_Bielicka,16993,152,4,2,269,
James_Stewart,146242,582,2,,269,
Danuta_Szaflarska,108074,236,2,2,269,
Henryk_Sucharski,15571,110,1,89,269,
Ignacy_Skorupka,18951,81,2,26,268,
Antoni_Chruściel,24693,175,3,3,268,
Wacław_Sieroszewski,23692,156,2,11,268,
Władysław_Gomułka,108518,675,2,,268,
Wojciech_Młynarski,49993,370,2,2,268,
Nikita_Chruszczow,82229,797,2,,268,
Krzysztof_Kamil_Baczyński,27155,303,4,,268,
Zbigniew_Cybulski,60648,159,2,5,268,
Karl_Marx,33613,543,3,,268,
Leszek_Kołakowski,29814,293,3,1,267,
Andrzej_Munk,39310,162,3,2,267,
Juliusz_Rómmel,25852,208,3,2,267,
Jerzy_Andrzejewski,15830,205,4,1,267,
Violetta_Villas,80255,282,3,,266,
Edward_Flatau,74967,139,4,,266,
Samuel_Linde,27440,135,2,10,266,
Władysław_Szpilman,25865,187,2,7,266,
Kazimiera_Iłłakowiczówna,16766,150,2,12,265,
Jan_Kiepura,26201,155,1,35,265,
Fiodor_Dostojewski,22237,531,2,2,265,
Józef_Elsner,29600,220,1,22,265,
Tadeusz_Gajcy,12849,126,2,17,265,
Józef_Bilczewski,23354,190,3,2,265,
Wojciech_Gerson,6888,302,2,10,264,
Mariusz_Zaruski,36688,244,1,16,264,
Ryszard_Kapuściński,29809,411,2,2,264,
Gustaw_Holoubek,64741,364,2,1,264,
Tadeusz_Łomnicki,22885,270,3,1,264,
Grzegorz_Fitelberg,20155,136,2,10,263,
Stefan_Kisielewski,20926,231,1,23,263,
Tadeusz_Ślusarski,31482,325,1,12,263,
Tadeusz_Konwicki,45607,317,3,,263,
Jerzy_Szaniawski,11018,148,2,13,262,
Marian_Kukiel,23777,311,2,3,262,
Hanka_Ordonówna,15601,147,2,10,262,
Ludwik_Krzywicki,20186,122,2,10,262,
Lucjan_Żeligowski,27468,384,1,10,262,
Aleksander_Zawadzki,28993,407,1,9,262,
Leon_Schiller,12427,264,2,6,262,
Hubert_Wagner,14141,182,2,8,261,
Aleksander_Kakowski,13673,321,3,1,261,
Piotr_Ściegienny,12207,90,1,75,261,
Józef_Oleksy,27828,511,2,1,261,
Jan_Olszewski,53797,328,2,1,261,
Elżbieta_Zawacka,22878,88,3,4,261,
Pola_Gojawiczyńska,11305,73,2,24,261,
Witold_Doroszewski,15598,148,2,9,261,
Grzegorz_Ciechowski,21164,300,2,3,260,
Leon_Niemczyk,60211,295,2,1,260,
Oswald_Balzer,15085,266,4,,260,
Kazimierz_Pużak,21087,115,2,9,260,
Karol_Modzelewski,28279,291,2,2,259,
Józef_Cyrankiewicz,40484,676,2,,258,
Antoni_Lange,48399,227,3,,258,
Jan_Józef_Lipski,54002,209,3,,258,
Tomasz_Arciszewski,28942,275,2,2,258,
Jerzy_Zawieyski,24448,174,3,1,258,
Stanisław_Grochowiak,10448,159,2,9,258,
Julian_Ursyn_Niemcewicz,110527,330,2,,258,
Eugeniusz_Romer,23897,167,1,20,258,
Kazimierz_Kutz,46226,574,2,,257,
Zygmunt_Gloger,12089,415,1,12,257,
Zygmunt_Noskowski,18745,179,1,21,257,
Adam_Próchnik,17859,87,2,11,257,
Henryk_Jabłoński,31635,354,2,1,257,
Stanisław_Witkiewicz,10016,223,1,25,256,
Felicjan_Sławoj_Składkowski,73220,396,2,,256,
Édouard_Manet,10946,253,4,,256,
Feliks_Stamm,12403,78,2,15,256,
Franz_Schubert,13444,397,2,2,256,
Walery_Sławek,81950,351,2,,256,
Adolf_Dygasiński,19531,90,1,36,255,
Roman_Wilhelmi,22842,148,3,1,255,
Ignacy_Potocki,43579,193,1,9,255,
Anna_Walentynowicz,30803,141,1,16,254,
Antoni_Słonimski,16156,244,1,14,254,
Kazimierz_Wierzyński,20058,186,1,16,254,
Jan_Kiliński,12714,165,,259,254,
Karol_Świerczewski,78720,325,2,,254,
Maria_Kownacka,8825,99,2,13,254,
Janusz_Sidło,84376,386,1,2,253,
Zbigniew_Romaszewski,24600,169,2,3,253,
Stanisław_Grzesiuk,24947,84,3,2,253,
Michał_Rola-Żymierski,55744,387,2,,253,
Edward_Stachura,24746,194,1,12,253,
Mieczysław_Fogg,18262,198,2,3,253,
Janusz_Meissner,19905,74,2,9,253,
Witold_Pyrkosz,29978,214,3,,252,
Ludwik_Hirszfeld,12197,87,2,10,252,
Tytus_Chałubiński,9782,165,1,25,252,
Stanisław_Noakowski,10785,84,2,11,251,
Leon_Kruczkowski,19595,227,2,2,251,
Tadeusz_Kantor,18597,338,1,7,251,
Ludomir_Różycki,13428,122,1,26,251,
Clark_Gable,77503,263,2,,251,
Helena_Radlińska,26630,67,3,2,250,
Krzysztof_Kolberger,20424,210,2,2,250,
Artur_Grottger,31838,209,,86,250,
Zdzisław_Beksiński,56264,158,2,1,250,
Franciszek_Bohomolec,23701,93,2,5,250,
Jan_Stanisław_Jankowski,13818,305,3,,250,
Jan_Parandowski,15425,259,1,10,250,
Piotr_Jaroszewicz,27843,490,2,,250,
Heinrich_Heine,8046,203,4,,250,
Honoré_de_Balzac,14898,278,3,,249,
Benedykt_Dybowski,22294,162,1,12,249,
Teodor_Parnicki,11417,80,3,3,249,
Henryk_Wieniawski,15428,245,,107,249,
Tadeusz_Breza,8815,62,3,5,249,
Jerzy_Waldorff,12361,193,2,3,248,
William_Blake,20376,212,3,,248,
Aleksander_Gieysztor,23720,249,2,1,248,
Stepan_Bandera,91277,202,2,,248,
Claude_Debussy,35765,378,2,,248,
Karol_Szajnocha,12866,123,2,5,248,
Jerzy_Kawalerowicz,51018,295,2,,248,
Adam_Hanuszkiewicz,17697,292,2,1,248,
Franciszek_Żwirko,14486,128,1,19,248,
Stanisław_Jachowicz,18817,61,2,8,248,
Elizabeth_Taylor,17740,579,2,,248,
Émile_Zola,14193,250,3,,247,
Florian_Siwicki,26235,417,2,,247,
Marek_Hłasko,24190,168,3,,247,
Jan_Cybis,7280,97,2,9,247,
Wacław_Tokarz,11844,89,3,2,247,
Zbigniew_Wodecki,37511,312,1,3,246,
Kamila_Skolimowska,27061,189,1,7,246,
Michał_Bałucki,20148,122,1,14,246,
Michał_Tokarzewski-Karaszewicz,31177,196,1,6,246,
Leon_Petrażycki,27521,126,2,2,246,
Urszula_Ledóchowska,12806,104,2,5,246,
Samuel_Beckett,7254,346,3,,245,
Juliusz_Kossak,16239,324,,62,245,
Konrad_Swinarski,15350,180,2,2,245,
Joanna_Chmielewska,17051,98,2,4,245,
Kazimierz_Świtalski,48314,246,2,,245,
Jerzy_Vetulani,133471,124,2,,245,
Konstanty_Ildefons_Gałczyński,24378,383,2,,245,
Roman_Abraham,25926,141,1,9,245,
Kornel_Morawiecki,31284,159,2,1,244,
Jean-Paul_Sartre,23243,384,2,,244,
Mieczysław_Rakowski,19468,431,2,,244,
Halina_Konopacka,12569,247,1,8,244,
Piotr_Czajkowski,37563,569,,18,244,
Henryk_Jordan,16372,68,1,26,244,
Krystyna_Feldman,53521,217,2,,244,
Juliusz_Kaden-Bandrowski,15773,162,2,2,244,
Anatol_Stern,15794,87,4,,244,
Eugeniusz_Lokajski,13897,74,2,6,244,
Henryk_Reyman,17030,227,2,1,244,
Teresa_Torańska,16780,85,3,1,243,
Arkady_Fiedler,16393,145,1,11,243,
Mieczysława_Ćwiklińska,15334,106,1,16,243,
Stanisław_Dygat,8628,113,2,5,243,
Wiktor_Gomulicki,12068,77,2,6,243,
Wojciech_Kętrzyński,14433,155,1,11,243,
Irena_Sendlerowa,80854,152,2,,243,
Juliusz_Osterwa,8132,150,1,17,243,
Cyryl_Ratajski,19362,186,1,7,243,
Władysław_Kopaliński,14015,479,2,,243,
Halina_Poświatowska,16831,115,1,13,242,
Andrzej_Stelmachowski,14359,153,2,2,242,
Stanisław_Bareja,36016,240,1,3,242,
Miron_Białoszewski,22013,190,1,6,242,
Zygmunt_Berling,52752,192,2,,242,
Jan_Machulski,14479,227,2,1,242,
Klementyna_Hoffmanowa,56177,78,1,8,242,
Edward_Abramowski,25545,238,1,4,242,
Józef_Szujski,9494,384,1,5,242,
Samuel_Orgelbrand,13203,182,3,,242,
Stanisław_Wigura,11081,119,1,16,242,
Jerzy_Kulej,11538,167,2,2,241,
Władysław_Żeleński,14726,182,1,8,241,
Tadeusz_Makowski,11047,103,1,18,241,
Oskar_Lange,19003,174,2,1,241,
Stanisław_Grzmot-Skotnicki,17567,91,2,3,241,
Konstanty_Rokossowski,92076,469,1,,241,
Adam_Vetulani,56490,82,2,1,241,
Erwin_Axer,10925,189,3,,241,
Maciej_Słomczyński,9449,271,2,1,240,
Lucyna_Ćwierczakiewiczowa,9295,53,5,,240,
Stanisław_Jerzy_Lec,10227,92,4,,240,
Józef_Dietl,23010,376,1,2,240,
Antoni_Bohdziewicz,6920,123,3,1,240,
Adam_Chmielowski,23207,277,1,3,240,
Mieczysław_Orłowicz,9824,161,1,11,240,
Marek_Edelman,38613,199,2,,240,
Magdalena_Abakanowicz,25375,130,2,1,239,
Mieczysław_Jastrun,14223,134,1,10,239,
Leon_Marchlewski,33012,279,1,2,239,
Edward_Ochab,25500,257,2,,239,
Guy_de_Maupassant,18306,120,3,,239,
Stanisław_Mackiewicz,25997,248,2,,239,
Karol_Adamiecki,16283,47,2,6,239,
Stanisław_Kostka_Potocki,29878,223,2,,239,
Humphrey_Bogart,126844,325,1,,238,
Jerzy_Szmajdziński,11555,206,2,1,238,
Hugo_Steinhaus,14143,137,3,,238,
Anna_Jantar,24562,234,1,3,238,
Stanisław_Mikulski,19312,141,2,1,238,
Aleksander_Kraushar,12596,185,2,1,238,
Kazimierz_Michałowski,36852,138,1,4,237,
Czesław_Centkiewicz,10091,80,3,1,237,
Władysław_Bortnowski,21716,121,1,7,237,
Wanda_Wasilewska,47865,282,1,1,237,
Izabela_Jaruga-Nowacka,15023,316,2,,237,
Mieczysław_Boruta-Spiechowicz,31512,148,1,4,237,
Henryk_Arctowski,19269,85,1,11,237,
Andrzej_Łapicki,22970,232,2,,237,
Jerzy_Ziętek,24685,221,2,,237,
Omar_Bradley,13465,125,3,,236,
Tadeusz_Fijewski,21211,120,2,1,236,
Marian_Spychalski,53318,503,1,,236,
Igor_Newerly,15381,98,2,2,236,
Stanisław_Komornicki,18331,259,2,,236,
Jerzy_Braun,12803,109,2,2,236,
Maciej_Zembaty,14108,116,3,,236,
Jan_Bytnar,46460,131,1,3,236,
Zbigniew_Zapasiewicz,16172,274,2,,236,
Alfred_Szklarski,11364,131,3,,235,
Karol_Adwentowicz,23029,42,2,4,235,
Jan_Rybkowski,8110,214,2,1,235,
Hilary_Minc,14836,286,2,,235,
Andrzej_Małkowski,14371,124,1,8,235,
Artur_Oppman,14466,71,2,3,235,
Tytus_Czyżewski,6456,81,2,5,235,
Charles_Dickens,8498,407,2,,235,
Ludomił_Rayski,33832,124,1,4,235,
Aleksander_Bardini,14159,143,2,1,235,
Jan_Szyszko,23666,203,2,,235,
Waldemar_Baszanowski,18401,239,2,,235,
Sully_Prudhomme,29169,173,2,,235,
Janina_Porazińska,7799,60,1,25,234,
Karol_Irzykowski,21315,160,1,4,234,
Ludwik_Hass,11737,308,2,,234,
Przemysław_Gintrowski,31465,158,2,,234,
Jerzy_Ficowski,15495,125,2,1,234,
Włodzimierz_Sokorski,19491,208,2,,233,
Zygmunt_Gorgolewski,6732,209,2,1,233,
Tadeusz_Rozwadowski,80530,259,,11,233,
Zygmunt_Szendzielarz,40766,125,2,,233,
Kazimierz_Twardowski,18082,107,2,1,233,
Janusz_Morgenstern,14252,250,2,,233,
Jakub_Berman,15434,236,2,,233,
Wiktor_Thommée,16965,110,2,1,233,
Józef_Kostrzewski,13864,137,1,6,233,
Leopold_Infeld,13647,62,2,3,233,
Tadeusz_Peiper,6640,77,3,1,233,
Leonid_Breżniew,52689,393,1,,233,
Teodor_Axentowicz,10976,158,1,6,232,
Władysław_Hasior,9501,104,2,2,232,
Stanisław_Marusarz,73988,518,,5,232,
Stanisław_Kociołek,13074,96,3,,232,
Wojciech_Siemion,15548,222,2,,232,
Wacław_Sierpiński,17029,134,1,5,232,
Nikołaj_Gogol,16254,277,1,2,232,
Antonín_Dvořák,14207,231,2,,232,
Rod_Steiger,12240,254,2,,232,
Jerzy_Kirchmayer,10831,105,3,,232,
Adolf_Dymsza,12381,125,2,1,232,
Marek_Kotański,10441,107,3,,232,
Kazimierz_Dejmek,19389,359,1,1,232,
Tadeusz_Kulisiewicz,13936,57,2,3,232,
Helena_Modrzejewska,14917,165,,51,232,
Stanisław_Grabski,16542,205,2,,231,
Mieczysław_Smorawiński,24902,85,1,6,231,
Stanisław_Kutrzeba,21969,325,1,1,231,
Marcel_Proust,16526,203,2,,231,
Irena_Kwiatkowska,19966,175,2,,231,
Jeremi_Przybora,13114,177,1,4,231,
Aleksander_Krzyżanowski,36034,112,1,3,231,
Krystyna_Krahelska,14406,70,2,2,231,
Czesław_Kiszczak,26308,543,1,,230,
Michalina_Wisłocka,8983,54,3,1,230,
Janusz_Zakrzeński,45467,124,1,2,230,
Jacques_Chirac,25863,544,1,,230,
Julia_Hartwig,27313,135,2,,230,
Tadeusz_Sygietyński,7648,57,1,20,230,
Aleksandra_Śląska,11457,79,2,2,230,
Janusz_Głowacki,23854,146,2,,230,
Władysław_Hańcza,17656,113,1,5,230,
Tomasz_Stańko,47511,352,1,,230,
Wacław_Berent,15666,104,1,6,230,
Narcyza_Żmichowska,16755,86,1,7,230,
Iwan_Bunin,46973,173,1,1,230,
Paweł_Stalmach,5085,50,1,29,229,
Stanisław_Kulczyński,18565,214,1,2,229,
Marian_Brandys,10463,121,2,1,229,
Jonasz_Kofta,16775,175,2,,229,
Elżbieta_Czyżewska,31230,113,2,,229,
Aleksander_Wat,23488,136,2,,229,
Cyprian_Kamil_Norwid,24062,517,1,,229,
Wincenty_Rzymowski,24373,253,1,1,229,
Rozalia_Celakówna,35179,38,3,,228,
Gabriel_Fauré,6179,123,3,,228,
Marian_Porwit,35844,97,2,,228,
Feliks_Dzierżyński,36251,372,1,,228,
Zenon_Przesmycki,7847,171,1,5,228,
György_Ligeti,10053,225,2,,228,
Kazimierz_Wyka,10464,120,1,6,228,
Bogusław_Kaczyński,12755,95,2,1,228,
Bronisław_Gembarzewski,10912,408,1,1,228,
Zdzisław_Krzyszkowiak,8632,317,1,2,228,
Wacław_Kowalski,23777,120,1,3,228,
Bruno_Kreisky,6683,110,3,,228,
Wacław_Król,14481,56,2,2,227,
Magdalena_Samozwaniec,8405,60,2,3,227,
Bohdan_Paczyński,17229,74,2,1,227,
Stefan_Kieniewicz,12511,184,2,,227,
Michaił_Bułhakow,22694,238,1,1,227,
Lesław_Bartelski,12175,185,2,,227,
Ilja_Erenburg,10135,79,3,,227,
Seweryn_Goszczyński,13638,170,2,,227,
Wacław_Kuchar,24434,446,1,,227,
Julian_Kulski,13193,86,2,1,227,
Roman_Kłosowski,19738,131,2,,227,
Władysław_Smoleński,6149,94,2,2,226,
Tomasz_Merta,10011,77,3,,226,
Georges_Bizet,6709,264,2,,226,
George_Michael,40501,306,1,,226,
Jan_Himilsbach,19916,126,2,,226,
Walt_Disney,10982,722,1,,226,
Alina_Janowska,16249,142,2,,226,
Maria_Wittek,10388,47,2,3,226,
Irena_Jarocka,15003,149,2,,226,
Jerzy_Grzegorzewski,8205,220,2,,226,
Edmund_Taczanowski,8284,83,1,9,225,
Bolesław_Wieniawa-Długoszowski,37700,151,1,1,225,
Édith_Piaf,12513,163,2,,225,
Hanna_Malewska,9870,63,2,2,225,
Jan_Ekier,21139,114,2,,225,
Zdzisław_Maklakiewicz,18205,124,2,,225,
Wojciech_Jerzy_Has,49307,247,1,,225,
Józef_Łepkowski,13946,286,1,1,225,
Michael_Faraday,6324,124,2,1,225,
Samuel_Goldwyn,11171,170,2,,225,
Jan_Rodowicz,23418,51,2,1,225,
Ławrientij_Beria,24772,386,1,,225,
William-Adolphe_Bouguereau,6533,91,3,,224,
Szymon_Askenazy,13304,147,2,,224,
Stanisław_Barańczak,23595,387,1,,224,
Edward_Wittig,6370,47,2,4,224,
Jerzy_Janicki,24345,97,2,,224,
Kazimierz_Leski,12005,51,2,2,224,
Ksawery_Pruszyński,13834,90,1,5,224,
Marek_Grechuta,30666,320,1,,224,
Juliusz_Bursche,19823,142,1,2,224,
Franciszek_Latinik,37978,138,1,1,224,
Kalina_Jędrusik,20195,140,1,2,224,
Julian_Stryjkowski,24921,94,2,,224,
Henryk_Mikołaj_Górecki,30716,311,1,,224,
Wojciech_Trąmpczyński,30511,155,1,1,224,
Janusz_Tazbir,10477,162,2,,223,
Józef_Kałuża,28195,323,1,,223,
Jim_Morrison,10109,165,2,,223,
Józef_Różański,25722,88,2,,223,
Tomasz_Beksiński,28366,81,2,,223,
Wiesław_Michnikowski,12963,136,2,,223,
Stefan_Pawlicki,12597,267,1,1,223,
Onufry_Kopczyński,29224,60,1,4,223,
Antoni_Ponikowski,12786,263,1,1,223,
Mary_Pickford,30043,296,1,,223,
Marek_Walczewski,13504,129,2,,223,
Józef_Szczepański,10795,74,2,1,222,
Jerzy_Nowosielski,18236,203,1,1,222,
Jan_Niecisław_Baudouin_de_Courtenay,18606,103,2,,222,
Mieczysław_Michałowicz,12526,103,1,4,222,
Andrzej_Szczeklik,13576,491,1,,222,
Tadeusz_Browicz,6389,270,1,2,222,
Jerzy_Jurandot,8043,89,2,1,222,
Zygmunt_Hübner,11921,266,1,1,222,
Adam_Ważyk,12481,133,2,,222,
Stefan_Jaracz,8333,154,,43,222,
Tadeusz_Kowalik,6629,99,2,1,222,
Robert_F._Kennedy,5162,235,2,,222,
Amedeo_Modigliani,70869,158,1,,222,
Karolina_Lanckorońska,16428,108,2,,222,
Stanisław_Stomma,38644,118,1,1,222,
Stanisław_Szozda,18220,391,1,,222,
Borys_Jelcyn,17062,408,1,,222,
Zbigniew_Ścibor-Rylski,40892,58,2,,222,
Karol_Bunsch,26999,99,1,2,222,
Stefan_Meller,12790,126,2,,222,
Jerzy_Stefan_Stawiński,13879,118,2,,221,
Józef_Czyrek,9773,148,2,,221,
Simone_de_Beauvoir,11757,130,2,,221,
Lucjan_Wolanowski,20169,90,2,,221,
Lidia_Korsakówna,7360,67,3,,221,
Zygmunt_Kubiak,8710,305,1,1,221,
Sylwester_Kaliski,19239,119,1,2,221,
Edward_VIII_Windsor,43847,206,1,,221,
Marian_Kociniak,13099,118,2,,221,
Barbara_Sass,8015,164,2,,221,
Jadwiga_Jędrzejowska,14193,216,1,1,221,
Kazimierz_Porębski,16500,97,1,3,221,
Krzysztof_Komeda,25015,295,1,,221,
Jerzy_Putrament,16268,101,2,,221,
Gieorgij_Żukow,32728,246,1,,221,
Witold_Chodźko,19341,174,1,1,221,
Kazimierz_Kostanecki,9294,282,1,1,221,
Władysław_Strzemiński,16807,124,1,2,220,
Siergiej_Eisenstein,8131,156,2,,220,
Romuald_Mielczarski,9816,27,1,18,220,
Krystyna_Kersten,6288,70,3,,220,
Kazimierz_Ajdukiewicz,20988,159,1,1,220,
Albin_Małysiak,9732,174,1,2,220,
Edward_Osóbka-Morawski,23776,287,1,,220,
Andriej_Gromyko,24018,73,2,,220,
Kazimierz_Sabbat,12945,214,1,1,220,
Kazimierz_Kuratowski,12839,143,1,2,220,
Ignacy_Chrzanowski,12260,88,1,4,220,
Wanda_Chotomska,10916,95,1,4,220,
Jerzy_Łojek,12441,112,2,,220,
Gustaw_Daniłowski,9640,46,1,10,220,
Sławomir_Petelicki,23834,72,2,,220,
Marian_Grześczak,12950,41,3,,220,
Ludwik_Sempoliński,7808,152,2,,220,
Anton_Denikin,9092,533,1,,220,
Nikodem_Sulik,14332,97,1,3,219,
Krzysztof_Zaleski,9379,133,2,,219,
Janusz_Wójcik,18938,323,1,,219,
Konstanty_Michalski,9699,252,1,1,219,
Iwan_Kryłow,20149,61,1,4,219,
Tadeusz_Pluciński,18653,83,2,,219,
Stanisław_Masłowski,65567,69,1,1,219,
Jan_Piekałkiewicz,7302,51,2,2,219,
Elżbieta_Barszczewska,10639,59,2,1,219,
Andrzej_Kondratiuk,8426,139,2,,219,
Krzysztof_Teodor_Toeplitz,12081,109,2,,219,
Porfirio_Díaz,6391,167,2,,219,
Henry_Wadsworth_Longfellow,68718,132,1,,219,
Roman_Brandstaetter,14821,122,1,2,219,
Stefan_Wiechecki,24024,68,2,,219,
Juliusz_Paetz,23208,271,1,,219,
Marian_Glinka,15531,91,2,,219,
Olga_Boznańska,15472,178,,19,219,
Lee_Marvin,7803,279,1,1,219,
Gabriela_Kownacka,12877,102,2,,219,
Stanisław_Tatar,21061,73,2,,219,
Tadeusz_Pruszkowski,11948,106,2,,218,
Samuel_Goldflam,50210,78,1,1,218,
Anton_Czechow,10543,446,1,,218,
Władysław_Natanson,7357,282,1,1,218,
Jan_Kociniak,14204,93,2,,218,
Nina_Andrycz,22485,68,2,,218,
Bronisław_Prugar-Ketling,30729,215,1,,218,
Tadeusz_Dołęga-Mostowicz,16461,108,1,2,218,
Eugène_Ionesco,6488,156,2,,218,
Ludwik_Osiński,24168,83,1,2,218,
Zygmunt_Kałużyński,18076,78,2,,218,
Joanna_Wizmur,20703,277,1,,218,
Jan_Prochyra,9469,120,2,,218,
Edward_Szczepanik,15990,162,1,1,218,
Włodzimierz_Mozołowski,31739,52,2,,218,
Aleksander_Gierymski,12206,124,,30,218,
Eligiusz_Niewiadomski,12848,95,2,,218,
Edward_Śmigły-Rydz,146586,730,,,217,
Théophile_Gautier,3668,83,3,,217,
Jadwiga_Falkowska,19462,71,2,,217,
Stefan_Jędrychowski,13241,357,1,,217,
Zofia_Kielan-Jaworowska,13875,88,2,,217,
Małgorzata_Braunek,11755,98,2,,217,
Edward_Dziewoński,8426,122,2,,217,
Maria_Fołtyn,9679,55,2,1,217,
Franciszek_Szlachcic,23617,237,1,,217,
Siergiej_Prokofjew,17892,285,1,,217,
Kurt_Waldheim,6872,139,2,,217,
Barbara_Skarga,8414,121,2,,217,
Carl_Maria_von_Weber,4217,192,2,,217,
Jacek_Woszczerowicz,9497,111,2,,217,
Stanisław_Zarakowski,10543,39,3,,217,
Andrzej_Szczypiorski,12455,92,2,,217,
Juliusz_Kleiner,10277,135,1,2,217,
Józef_Mehoffer,10862,282,,13,217,
Justus_von_Liebig,17481,73,2,,217,
Jerzy_Turowicz,16934,145,1,1,217,
Kazimierz_Moczarski,14086,84,2,,217,
Tony_Halik,20943,83,1,2,217,
Mikołaj_Kozakiewicz,10662,100,2,,216,
Bohdan_Tomaszewski,11990,91,2,,216,
Jerzy_Wasowski,16871,140,1,1,216,
Piotr_Kropotkin,17902,269,1,,216,
Adolf_Szyszko-Bohusz,11758,118,1,2,216,
Emilian_Czyrniański,7174,247,1,1,216,
Władysław_Raczkiewicz,21750,396,,5,216,
Leonid_Teliga,17750,69,2,,216,
