page_title,page_length,incoming_links,interwiki_links,street_count,Score,
Grzegorz_Timofiejew,4712,31,1,,171,
Jerzy_Ciemniewski,7723,22,1,,171,
Wacław_Bojarski,3774,36,1,,171,
Andrzej_Kremer,6788,24,1,,171,
Janusz_Ziółkowski,10199,95,,1,171,
Tadeusz_Mosz,8201,21,1,,171,
Władysław_Kowalski_(marszałek_Sejmu),13694,156,,,171,
Frédéric_Auguste_Bartholdi,4439,32,1,,171,
Monika_Warneńska,5967,26,1,,171,
Zbigniew_Kubikowski,4042,34,1,,171,
Alojzy_Rafał_Estreicher,6537,255,,,171,
Algirdas_Brazauskas,12280,167,,,171,
Maria_Ilnicka,5076,29,1,,171,
Marian_Jarosz_(podpułkownik),32243,87,,,170,
Zygmunt_Marek,9389,99,,1,170,
Edward_Detkens,5891,26,1,,170,
Halina_Szwarc,12888,15,1,,170,
Wasilij_Błochin,9930,18,1,,170,
Stanisław_Trepczyński,3130,40,1,,170,
Bronisław_Chlebowski,10030,189,,,170,
Andrzej_Brzeski_(aktor),6919,242,,,170,
Forrest_J_Ackerman,6916,23,1,,170,
Franciszek_Fiedler,9793,18,1,,170,
Emil_Barchański,12667,15,1,,170,
Henri_Barbusse,2512,46,1,,170,
Nikołaj_Żukowski,3449,37,1,,170,
Grzegorz_Korczyński,26236,98,,,170,
Jan_Bagieński,8909,202,,,170,
Denis_Dawydow,15348,13,1,,170,
Jan_Izydorczyk,9645,18,1,,170,
Hilary_Chełchowski,7230,231,,,170,
Friedrich_von_Schmidt,5686,26,1,,170,
Zygmunt_Ewy,17018,12,1,,170,
Heinrich_Graetz,5098,28,1,,170,
Franciszek_Waniołka,7148,232,,,170,
Ryszarda_Hanin,13160,154,,,170,
Anna_Świderkówna,9381,193,,,170,
Lucyna_Krzemieniecka,3658,17,1,1,170,
Joseph_von_Fraunhofer,2532,45,1,,170,
Stanisław_Madeyski,6352,250,,,170,
Jerzy_Kuberski,7685,220,,,170,
Czesław_Klarner,7621,110,,1,170,
Ernst_Röhm,49139,63,,,170,
Mariusz_Leszczyński_(aktor),13020,154,,,170,
Bohdan_Marconi,5017,28,1,,170,
Juliusz_Ulrych,23158,104,,,170,
Jarogniew_Drwęski,6958,116,,1,170,
Teodor_Marchlewski,5936,259,,,170,
Franciszek_Walter_(wenerolog),6651,240,,,170,
Emmanuel_Chabrier,3454,36,1,,170,
Józef_Babiński,12522,78,,1,170,
Józef_Pazdur,12947,153,,,170,
Lech_Trzeciakowski,12687,155,,,170,
Czesław_Łuczak,10941,85,,1,170,
Anatolij_Rybakow,6975,22,1,,170,
Stanisław_Wroński_(polityk),8159,207,,,170,
Antoni_Korzycki,8839,196,,,170,
Zygmunt_Słomiński,11816,80,,1,170,
Walerij_Brumel,8937,194,,,170,
Edward_Janczewski-Glinka,5906,256,,,170,
Roman_Paszkowski,35845,76,,,170,
Cyryl_Jaksa_Ładyżyński,41253,69,,,170,
Eustachy_Chmielewski,7252,222,,,169,
Aleksander_Hradecki,14414,140,,,169,
Stanisław_Popławski,27227,91,,,169,
Gabriel_Czechowicz,22002,105,,,169,
Michaił_Susłow,3471,35,1,,169,
Maria_Jarochowska,7263,21,1,,169,
Franciszek_Jaśkowiak,8476,99,,1,169,
Józef_Baryła,26722,92,,,169,
Jan_Moll,14310,46,,2,169,
Eugeniusz_Majchrzak,11711,160,,,169,
Tadeusz_Mołdawa,7414,217,,,169,
Julian_Zinkow,10124,176,,,169,
Gustaw_Piotrowski,6024,248,,,169,
Jan_Knothe,6678,22,1,,169,
Dora_Kacnelson,8875,18,1,,169,
Władysław_Szajnocha,5672,257,,,169,
Krzysztof_Leski,8199,19,1,,169,
Jan_Kaczmarek_(1920–2011),14625,136,,,169,
Franciszek_Smuglewicz,5991,123,,1,169,
Aleksander_Słuczanowski,3115,37,1,,169,
Andrzej_Marusarz,18204,117,,,169,
Marian_Załucki,5476,25,1,,169,
Antoni_Mikołaj_Matakiewicz,6092,243,,,169,
Stanisław_Gucwa,9830,176,,,169,
Dariusz_Ratajczak,6546,22,1,,169,
Kazimierz_Olszewski,7268,215,,,169,
Wojciech_Chrzanowski,7107,72,,2,169,
Walentin_Iwanow_(piłkarz),8555,192,,,169,
Karol_Chodkiewicz,4320,18,,15,169,
Zbigniew_Seifert,9482,89,,1,169,
Eugeniusz_Pogorzelski,8629,18,1,,169,
Tadeusz_Pełczyński_(generał),21238,104,,,169,
Franciszek_Sznajde,7967,19,1,,169,
Henryk_Bagiński,19230,111,,,169,
Lucjan_Motyka,12917,145,,,169,
Władysław_Lemiszko,16270,124,,,169,
Zofia_Bandurka,13156,143,,,169,
Stefan_Narębski,6430,22,1,,169,
Konstanty_Wolny,13129,47,,2,169,
Maria_Iwaszkiewicz,9247,17,1,,169,
Anna_Bojarska,6334,22,1,,169,
Jurij_Chodotow,6566,225,,,169,
Małgorzata_Baranowska,5556,24,1,,169,
Olga_Niewska,6719,21,1,,169,
Władysław_Dworakowski,7836,199,,,169,
Izrael_Poznański,20566,104,,,169,
Stefan_Witorzeńć,7151,20,1,,169,
Zdzisław_Krasiński,8729,184,,,169,
Stanisław_Janusz,7476,204,,,169,
Ludwik_Baldwin-Ramułt,7692,200,,,169,
Ludwik_Bazylow,9684,171,,,168,
Jan_Werich,4366,28,1,,168,
Leonid_Leonow,5452,24,1,,168,
Karol_Brzostowski,24645,22,,3,168,
Paulina_Kuczalska-Reinschmit,7588,19,1,,168,
Lucjan_Rydel_(okulista),5396,252,,,168,
Aleksandr_Siewidow,7939,194,,,168,
Tadeusz_Bejm,6315,226,,,168,
Kiejstut_Żemaitis,5641,121,,1,168,
Ludwik_Bittner,11324,50,,2,168,
Jerzy_Bafia,8729,180,,,168,
Janusz_Wilhelmi,4246,28,1,,168,
Émile_Durkheim,14309,129,,,168,
Jan_Kanty_Steczkowski_(premier),13350,135,,,168,
Sławomir_Czerwiński,7049,103,,1,168,
Franciszek_Skarbek-Malczewski,7081,206,,,168,
Tadeusz_Zawadzki_(harcmistrz),18011,110,,,168,
Ołeksandr_Ponomariow_(1918–1973),7016,207,,,168,
Camille_Pissarro,8160,187,,,168,
Krystyna_Sienkiewicz_(aktorka),22353,95,,,168,
Siergiej_Muchanow,6365,21,1,,168,
Vincenzo_Vannutelli,8201,186,,,168,
Józef_Wincenty_Łańcucki,5419,245,,,168,
Konstanty_Dąbrowski,8586,180,,,168,
Wojciech_Wrzesiński,18879,106,,,168,
Alojzy_Karkoszka,6306,221,,,168,
Ludwik_Chałubiński,3961,29,1,,168,
Bolesław_Mrówczyński,6757,20,1,,168,
Tadeusz_Gede,6886,208,,,168,
Henryk_Toruńczyk,7849,18,1,,168,
Alina_Afanasjew,6272,21,1,,168,
Henryk_Kisiel,4851,262,,,168,
Władysław_Umiński,10302,52,,2,168,
Roger_Sławski,8987,86,,1,168,
Janina_Natusiewicz-Mirer,8436,17,1,,168,
Aleksander_Rybicki,32350,36,,1,168,
Karol_Rostworowski,10255,52,,2,168,
Nikołaj_Bułganin,14030,128,,,168,
Juliusz_Kolberg,5460,23,1,,168,
Irena_Pannenkowa,6618,20,1,,168,
Maksymilian_Nowicki,14385,62,,1,168,
Tadeusz_Michejda,12020,141,,,168,
Nazım_Hikmet,3509,31,1,,168,
Zdzisław_Tomal,6043,223,,,168,
Samuel_Poznański,6560,20,1,,168,
Bronisław_Bohaterewicz,19038,51,,1,168,
Kazimierz_Kopecki,9489,54,,2,168,
Jan_Rabanowski,9843,160,,,168,
Edward_Korczyński,4927,254,,,168,
Bogusław_Miedziński,14322,124,,,168,
Małgorzata_Bocheńska,6488,20,1,,168,
Bogdan_Wojdowski,5660,22,1,,168,
Rudolf_Weigl,19394,101,,,168,
Leon_Laurysiewicz,5164,245,,,168,
Tadeusz_Bartosik,16353,56,,1,168,
Wanda_Zawidzka-Manteuffel,11828,13,1,,168,
Zofia_Sadowska,10663,14,1,,168,
Cmentarz_na_Służewie_przy_ul._Renety,12758,133,,,168,
Kazimierz_Jasiński_(historyk),5493,233,,,167,
Stanisław_Królicki,12104,22,,5,167,
Kazimiera_Bujwidowa,5936,21,1,,167,
Wojciech_Natanson,4348,26,1,,167,
Józef_Gajewski,4104,27,1,,167,
Mirosław_Szonert,3699,29,1,,167,
Jan_Wimmer,3816,295,,,167,
Mieczysław_Hess,5158,241,,,167,
Leonida_Lari,5433,5,2,,167,
Leszek_Gałysz,2805,35,1,,167,
Boris_Arkadjew,8521,172,,,167,
Ignacy_Machowski,18015,104,,,167,
Zofia_Morawska,5819,21,1,,167,
Jan_Mazurkiewicz_(psychiatra),26340,80,,,167,
Leopold_Müller,8357,173,,,167,
Jan_Szczepkowski,11514,69,,1,167,
Zofia_Skołozdro,35347,32,,1,167,
Roman_Wapiński,4462,25,1,,167,
Janusz_Pajewski,23310,86,,,167,
Włodzimierz_Dworzaczek,6473,203,,,167,
Bernard_Krawczyk,12007,44,,2,167,
Marian_Januszajtis-Żegota,21648,90,,,167,
Florian_Sawiczewski,4717,250,,,167,
Józef_Korzeniowski_(1797–1863),32024,69,,,167,
Lucido_Maria_Parocchi,15206,114,,,167,
Wilhelm_Szomek,58200,46,,,167,
Franciszek_Jan_Smolka,28782,74,,,167,
Jan_Nielubowicz,7193,62,,2,167,
Tadeusz_Stryjeński,6684,98,,1,167,
Ireneusz_Wierzejewski,9929,37,,3,167,
Jakub_Mortkowicz,21793,44,,1,167,
Igor_Sikirycki,8544,55,,2,167,
Andrzej_Hiolski,8858,81,,1,167,
Grzegorz_Palka,5511,74,,2,167,
Karol_Hube,4815,245,,,167,
Edward_Okuń,7009,18,1,,167,
Maria_Ginter,9986,14,1,,167,
Mildred_Burke,15349,112,,,167,
Camillo_di_Pietro,6230,205,,,167,
Leo_von_Klenze,19886,94,,,167,
Antoni_Mikołajczyk,3878,27,1,,167,
Stefan_(Rudyk),26694,77,,,167,
Charles_Athanase_Walckenaer,3326,30,1,,167,
Francesco_Marchetti_Selvaggiani,6446,200,,,167,
Edward_Szturm_de_Sztrem,6408,19,1,,167,
Jerzy_Szacki_(socjolog),9865,150,,,167,
Bernard_Bolzano,2756,34,1,,167,
Zdzisław_Libera,4843,23,1,,167,
Maria_Kril,12136,130,,,167,
Tomasz_Klenczar,13650,11,1,,167,
Aital_Witoszyński,33077,66,,,167,
Piotr_Bartynowski,4872,239,,,167,
Jan_Bogusławski,14991,112,,,167,
Wiktor_Dobrzański,8789,15,1,,167,
Władysław_Józef_Zaleski,31376,68,,,167,
Czesław_Lewandowski,5425,110,,1,167,
Tadeusz_Rudolf,6020,206,,,167,
Ignacy_Dubowski,11558,133,,,167,
Józef_Smoleński,18475,48,,1,167,
Tadeusz_Sinko,10224,144,,,166,
Barbara_Brukalska,3570,28,1,,166,
Jan_Kamiński_(1922–2016),6402,197,,,166,
Zygmunt_Moskwa,7492,177,,,166,
Brygida_Frosztęga-Kmiecik,4726,23,1,,166,
Luigi_Traglia,7482,177,,,166,
Stanisław_Kurkiewicz,10589,13,1,,166,
Mieczysław_Jankowski,7905,16,1,,166,
Stanisław_Majewski_(1915–1985),5729,211,,,166,
Stanisław_Spis,4637,243,,,166,
Henryk_Worcell,13441,39,,2,166,
Józef_Czechowicz_(poeta),13331,119,,,166,
Henryk_Halkowski,7812,16,1,,166,
Marian_Gumowski,6464,96,,1,166,
Maria_Rutkiewicz,6093,19,1,,166,
Thomas_Caverhill_Jerdon,1636,47,1,,166,
Wiktor_Szeliński,7758,16,1,,166,
Jacek_Sienicki,2861,32,1,,166,
Wawrzyniec_Gucewicz,9543,148,,,166,
Stanisław_Słonimski,6051,19,1,,166,
Tadeusz_Seweryn,11399,43,,2,166,
Zbigniew_Rudnicki,8224,163,,,166,
Wanda_Bacewicz,7058,17,1,,166,
Awraham_Kuk,10872,135,,,166,
Janusz_Obodowski,5008,227,,,166,
Ludwik_Benoit,16490,102,,,166,
Czesław_Przybylski,7504,86,,1,166,
Henryk_Łasak,4009,32,,7,166,
Franciszek_Dobrowolski,3118,103,,2,166,
Zdzisław_Żygulski_(junior),5645,209,,,166,
Aleksander_Michaux,6002,19,1,,166,
Władysław_Nawrocki,47130,50,,,166,
Tadeusz_Chmielewski_(reżyser),10143,141,,,166,
Eustachy_Januszkiewicz,4860,22,1,,166,
Ireneusz_Wójcicki,4558,23,1,,166,
Olga_Drahonowska-Małkowska,19119,92,,,166,
Lucjan_Rydel_(poeta),9310,149,,,166,
Longin_Cegielski,6848,183,,,166,
Pawieł_Czerenkow,4346,248,,,166,
Marek_Obertyn,8844,154,,,166,
Antoni_Mroczkowski,8320,15,1,,166,
Ludwik_Fritsche,3083,30,1,,166,
Józef_Braunseis,6401,191,,,166,
Wiesław_Kielar,5131,73,,2,166,
Ludomir_Mączka,45201,51,,,166,
Jerzy_Narbutt,6921,17,1,,166,
Aleksandr_Prochorow,4489,241,,,166,
Władysław_Czarnecki_(architekt),11264,130,,,166,
Tymoteusz_(Szretter),25971,74,,,166,
Mirosław_Milewski_(generał_MO),12959,118,,,166,
Romuald_Dębski,10022,13,1,,166,
Adam_Wolff,3179,29,1,,166,
Jerzy_Lovell,5061,21,1,,166,
Jan_Stanisławski_(malarz),12241,122,,,166,
Janina_Ipohorska,6827,17,1,,166,
Wojciech_Wójcik_(reżyser),11373,128,,,166,
Marian_Minor,7631,167,,,166,
Cecylia_Niewiadomska,6251,18,1,,166,
Wsiewołod_Iwanow,9882,13,1,,166,
Władysław_Król_(piłkarz),10329,136,,,166,
Michał_Janiszewski_(1926–2016),10433,135,,,166,
August_Bielowski,7736,82,,1,166,
Henri_Fantin-Latour,2603,33,1,,166,
Jerzy_Siewierski,5359,20,1,,166,
Teresa_Iżewska,4674,22,1,,166,
Ludwik_Karol_Teichmann,4096,252,,,166,
Wołodymyr_Iwasiuk,3469,27,1,,166,
Edward_Jaworski,8841,14,1,,166,
Teodor_Furgalski,22133,40,,1,166,
Marian_Olewiński,5286,212,,,166,
Romuald_Hube,4973,21,1,,166,
Jean_Simmons,6218,190,,,166,
Jacques_Monod,3891,260,,,166,
Adam_Bunsch,23819,38,,1,166,
Nikołaj_Basow,4383,240,,,166,
Szymon_Czech,20915,84,,,166,
Walery_Wielogłowski,5314,20,1,,166,
Witold_Zegalski,4950,21,1,,166,
Gustav_Landauer,8454,154,,,166,
Henryk_Szczepański,6464,184,,,166,
Tadeusz_Obmiński,5419,207,,,166,
Piotr_Odmieniec_Włast,10831,12,1,,166,
Igor_Tamm,4058,251,,,166,
Robert_Desnos,3248,28,1,,166,
Kazimierz_Dłuski,9685,46,,2,166,
Marian_Eiger,10792,12,1,,165,
Józef_Leśniewski,7366,168,,,165,
Jacek_Tittenbrun,10771,12,1,,165,
Stanisław_Szczur,11953,121,,,165,
Juliusz_Makarewicz_(prawnik),13222,113,,,165,
Zbigniew_Radwański,11643,123,,,165,
Krystyna_Pawlaczyk-Baśkiewicz,4544,22,1,,165,
Jerzy_Bińczycki,11206,126,,,165,
Jacob_Bronowski,4543,22,1,,165,
Edmund_Fetting,12999,114,,,165,
Luba_Blum-Bielicka,3777,25,1,,165,
Lidia_Zamkow,11743,122,,,165,
Henryk_Elzenberg_(filozof),48128,47,,,165,
Margerita_Trombini-Kazuro,3765,25,1,,165,
Józef_Kulesza,5999,191,,,165,
Adam_Królikiewicz,10497,65,,1,165,
Tadeusz_Tuczapski,22247,79,,,165,
Konstanty_Hegel,3356,27,1,,165,
Adolphe_Adam,17744,92,,,165,
Antonina_Gurycka,8559,14,1,,165,
Alfred_Kamienobrodzki,5110,212,,,165,
Aleksiej_Arbuzow,10589,12,1,,165,
Jan_Rajchel_(adwokat),25451,72,,,165,
Ryszard_Matuszewski_(literat),23955,75,,,165,
Andrzej_Benesz,10704,64,,1,165,
Andrzej_Szmidt,2113,18,1,1,165,
Jerzy_Wojnar,8290,153,,,165,
Franciszek_Skibiński,24352,74,,,165,
Helena_Bobińska,7036,16,1,,165,
Mieczysław_Balcer,5331,102,,1,165,
Józef_Trzemeski,8461,14,1,,165,
Jan_Krasicki,22809,77,,,165,
Stanisław_Michalski_(aktor),20395,83,,,165,
Stefan_Ludwik_Kuczyński,4054,245,,,165,
Andrzej_Trzebski,5079,20,1,,165,
Modest_Musorgski,5609,197,,,165,
Maciej_Maciejewski,18528,88,,,165,
Barbara_Sobotta,6077,186,,,165,
Danuta_Siedzikówna,22460,77,,,165,
Leon_Barszczewski,8322,14,1,,165,
Richard_O’Kane,5083,208,,,165,
Lucyna_Legut,7495,15,1,,165,
Henryk_Zieliński_(historyk),27989,66,,,165,
Barbara_Wachowicz,22664,76,,,165,
Michał_Urbanek,18747,86,,,165,
Aleksandr_Lebied,6209,17,1,,165,
Sylwester_Pajzderski,4028,23,1,,165,
Krystyna_Tempska-Cyrankiewicz,3785,24,1,,165,
Henryk_Stanisław_Mościcki,9398,136,,,165,
Sadegh_Hedajat,8097,14,1,,165,
Ludwik_Szczepański,3547,25,1,,165,
Udo_Jürgens,9079,139,,,165,
Anthony_Trollope,3344,26,1,,165,
Fryderyk_Henryk_Lewestam,5237,19,1,,165,
Stanisław_Staszewski_(artysta),10981,122,,,165,
Alfred_Nossig,4525,21,1,,165,
Maria_Kaniewska,8040,150,,,165,
Anita_Dymszówna,4842,20,1,,165,
Gérard_Brach,2345,33,1,,165,
Franciszek_Ludwik_Neugebauer,3307,26,1,,165,
Zbigniew_Galor,9878,12,1,,165,
Zbigniew_Pronaszko,5651,94,,1,165,
Franciszek_Bujak_(historyk),11387,118,,,165,
Nicolás_Avellaneda,901,63,1,,165,
Kika_Szaszkiewiczowa,6587,16,1,,165,
Cmentarz_na_Służewie_przy_ul._Wałbrzyskiej,10785,122,,,165,
Paweł_Edmund_Strzelecki,17507,88,,,165,
Witold_Wojtkiewicz,7535,51,,2,165,
Alexandre_Millerand,4858,208,,,165,
Gene_Gutowski,7161,15,1,,165,
Gennaro_Granito_Pignatelli_di_Belmonte,6955,163,,,164,
Maria_Bartusówna,8700,13,1,,164,
Wiktor_Arvay,27182,65,,,164,
Bella_Achmadulina,6497,16,1,,164,
Jan_Dąb-Kocioł,8611,141,,,164,
Stefan_Jacek_Dembiński,12789,108,,,164,
Bolesław_Taborski_(biskup),11953,113,,,164,
Tadeusz_Hołówko,22853,73,,,164,
Tadeusz_Malawski,29070,62,,,164,
Antoni_Zygmunt_Helcel,16433,91,,,164,
Józef_Montwiłł,4101,22,1,,164,
Andrzej_Witos,6184,175,,,164,
Wiesław_Chrzanowski_(inżynier),10448,123,,,164,
Zofia_Bystrzycka,6417,16,1,,164,
Hieorhij_Taraziewicz,10805,11,1,,164,
Mieczysław_Rybczyński,14947,96,,,164,
Hersz_Berliński,6946,15,1,,164,
Aleksiej_Kruczonych,6945,15,1,,164,
Ignacy_Tadeusz_Baranowski,6943,15,1,,164,
Marek_Szufa,5810,17,1,,164,
Wacław_Iwaszkiewicz-Rudoszański,17479,86,,,164,
Ksawery_Zakrzewski,21819,24,,2,164,
Wincenty_Baranowski,9216,132,,,164,
Sylwester_Braun,5779,17,1,,164,
Sacha_Guitry,2816,28,1,,164,
Bogdan_Ostromęcki,3518,24,1,,164,
Edmund_Kessler,9947,125,,,164,
Stefan_Loth,13423,102,,,164,
Andrzej_Grubba,10665,119,,,164,
Jan_Wuttke,4892,19,1,,164,
Ramón_Mercader,3964,22,1,,164,
Andrzej_Wydrzyński,3481,24,1,,164,
Sokrat_Starynkiewicz,21871,73,,,164,
Aleksandr_Oparin,3458,24,1,,164,
Stanisław_Tomkowicz,20767,37,,1,164,
Michał_Affanasowicz,8172,13,1,,164,
Zygmunt_Lisowski,7452,74,,1,164,
Stefan_Moskwa,9672,125,,,164,
Aleksander_Fogiel,12160,107,,,164,
Jadwiga_Zaleska,34358,53,,,164,
John_Reed,2464,30,1,,164,
Stanisław_Łapot,5232,188,,,164,
George_Hackenschmidt,11618,110,,,164,
Bolesław_Rumiński,9492,126,,,164,
Jacek_Jarosz,7175,152,,,164,
Ryszard_Strzelecki_(minister),8534,135,,,164,
Brunon_Synak,20819,24,,2,164,
Włodzimierz_Berutowicz,7905,142,,,164,
Luigi_Oreglia_di_Santo_Stefano,4459,208,,,164,
Lech_Bądkowski,23508,68,,,164,
Wiktor_Brégy,5083,18,1,,164,
Stefan_Przanowski,12001,107,,,164,
Tomasz_Łubieński_(generał),22047,71,,,164,
Jakub_Glazer,4008,111,,1,164,
Zygmunt_Zieliński_(generał_broni),13838,97,,,164,
Andrzej_Nowicki_(filozof),16819,85,,,164,
Jan_Maria_Gisges,4684,19,1,,164,
Siergiej_Korolow,9045,129,,,164,
Cmentarz_Wawrzyszewski,8540,134,,,164,
Stanisław_Wiechowicz,7975,46,,2,164,
Witold_Trąmpczyński,7195,150,,,164,
Pawło_Szandruk,24311,66,,,164,
Emil_Kołodziej,7628,144,,,164,
Jan_Wroczyński,10132,119,,,164,
Edmund_Nartowicz,15380,8,1,,164,
Tadeusz_Błaszkiewicz,10352,117,,,164,
Emil_Czapliński,10901,56,,1,164,
Bernard_Mond,15536,44,,1,164,
Michał_Kowalczuk,4687,199,,,164,
Edward_Leszczyński,4630,19,1,,163,
Alessandro_Franchi,11470,109,,,163,
Marceli_Landsberg,6457,15,1,,163,
Jan_Szyrocki,16873,84,,,163,
Paweł_Sudopłatow,19182,77,,,163,
Bogusz_Bilewski,10434,116,,,163,
Kazimierz_Junosza-Stępowski,13604,97,,,163,
Cmentarz_Les_Champeaux_w_Montmorency,19105,77,,,163,
Antoni_Wachholz,3445,243,,,163,
Marian_Rybicki,7760,141,,,163,
Stanisław_Domański_(ginekolog),34992,51,,,163,
Edmund_Muskie,6602,157,,,163,
Eugeniusz_Słuszkiewicz,34784,51,,,163,
Kazimierz_Feliks_Kumaniecki,10045,118,,,163,
Tadeusz_Kostecki,5812,16,1,,163,
Wojciech_Tomaka,10291,116,,,163,
Piotr_Figiel,13613,96,,,163,
Janusz_Witwicki,4419,204,,,163,
Philippe_Noiret,4318,207,,,163,
Wadim_Jusow,4523,19,1,,163,
Kamil_Stefko,11051,110,,,163,
Siergiej_Jutkiewicz,5053,186,,,163,
Ary_Sternfeld,18025,39,,1,163,
Dmitrij_Nielubin,3726,227,,,163,
Kazimierz_Flatau,5234,17,1,,163,
Jan_Borowski_(architekt),8508,130,,,163,
Ryszard_Kulesza_(piłkarz),7221,145,,,163,
Adam_Borkiewicz,14203,92,,,163,
Zygmunt_Choromański,12736,99,,,163,
Zofia_Stankiewicz,5203,17,1,,163,
Maria_Milczarek,7058,147,,,163,
Wanda_Bajerówna,12557,9,1,,163,
Czesław_Mączyński,19176,75,,,163,
Florian_Krygier,7658,69,,1,163,
Jan_Piltz,17709,39,,1,163,
Stanisław_Bobiński,5154,17,1,,163,
Michał_Stachowicz,4136,69,,2,163,
Jurij_Nagibin,14533,8,1,,163,
Witalis_Ludwiczak,11489,105,,,163,
Tadeusz_Pilat,8861,125,,,163,
Joseph_Ebers,6124,160,,,163,
Michaił_Jakuszyn,6467,154,,,163,
Bolesław_Szarecki,12653,32,,2,163,
Jacek_Sawaszkiewicz,4687,18,1,,163,
Józef_Białynia_Chołodecki,18327,76,,,163,
Kajetan_Dzierżykraj-Morawski,15512,85,,,163,
Jan_Łomnicki,7156,143,,,163,
Józef_Walczak,4004,211,,,163,
Sławomir_Wysocki,4657,18,1,,163,
Ludomił_Gyurkovich,4527,194,,,163,
Andrzej_Kijowski_(krytyk),12905,96,,,163,
Louis_Barthou,7201,142,,,163,
Wojciech_Ślączka,48671,39,,,163,
Mieczysław_Kuźma,3996,20,1,,163,
Władysław_Lisowski,24026,31,,1,163,
Maria_Kwaśniewska,8589,126,,,163,
Clara_Haskil,5994,15,1,,163,
Roman_Husarski,4285,19,1,,163,
Jakiw_Hołowacki,48472,39,,,163,
Eugeniusz_Robaczewski,11072,106,,,163,
Marian_Killar,15627,84,,,163,
Arnold_Andrunik,27674,57,,,163,
Jerzy_Hryniewski,10860,107,,,163,
Paul_Walker,15829,83,,,163,
Samuel_Adalberg,5427,16,1,,163,
Andrij_Liwycki,8579,125,,,163,
Ferdynand_Goetel,9950,113,,,163,
Stefan_Hanka-Kulesza,34190,49,,,163,
Karol_Buczek,5444,33,,4,163,
August_Chełkowski,7123,70,,1,163,
Mieczysław_Lepecki,15643,41,,1,163,
Bronisław_Nakoniecznikow-Klukowski,11325,103,,,163,
Ewa_Grodecka,3893,20,1,,162,
Zygmunt_Najdowski,5979,158,,,162,
Paweł_Latusek,6388,151,,,162,
Władysław_Ekielski,9579,57,,1,162,
Henryk_Stamatello,7949,12,1,,162,
Jan_Karol_Kostrzewski,7992,129,,,162,
Rusłan_Salej,15094,84,,,162,
Anna_Zakrzewska,5265,16,1,,162,
Hanna_Skarżanka,10819,105,,,162,
Juliusz_Wiktor_Gomulicki,24757,60,,,162,
Józef_Boguski,5251,16,1,,162,
Gieorgij_Głazkow,5707,161,,,162,
Janusz_Górski,5760,160,,,162,
Zofia_Solarz,6324,14,1,,162,
Mieczysław_Granatowski,31332,51,,,162,
Stefan_Kozłowski_(1928–2007),14729,85,,,162,
Zinaida_Gippius,56722,34,,,162,
Hiob_(Kresowycz),10596,106,,,162,
Wojciech_Żywny,3807,20,1,,162,
Marian_Mazur_(naukowiec),25228,59,,,162,
Jan_Witkiewicz,11710,49,,1,162,
Eugeniusz_Małaczewski,6978,13,1,,162,
Zdzisław_Bubnicki,5699,15,1,,162,
Marcin_Drozd,21276,66,,,162,
Jan_Kulma,70961,29,,,162,
Bronisław_Dąbrowski_(biskup),8423,123,,,162,
Władysław_Kędra,7406,134,,,162,
Zbigniew_Zakrzewski_(ekonomista),10592,105,,,162,
Mieczysław_Niedzielski,11382,100,,,162,
Władysław_Pytlasiński,14901,20,,3,162,
Stanisław_Niewiadomski_(architekt),16643,77,,,162,
Franciszek_Litwin,8483,60,,1,162,
Antonio_Salieri,11408,99,,,162,
Kost_Łewycki,7352,133,,,162,
Ludwik_Geyer,21259,65,,,162,
Wieniamin_Kawierin,3981,19,1,,162,
Aleksander_Żabczyński_(aktor),15614,80,,,162,
Josef_Čapek,3433,21,1,,162,
Władysław_Jabłoński_(minister),4812,176,,,162,
Jacques_Ibert,2670,25,1,,162,
Siergiej_Achromiejew,9705,10,1,,162,
Grigorij_Zinowjew,11481,98,,,162,
Stanisław_Jankowski_(architekt),19714,68,,,162,
Brassaï,6701,13,1,,162,
Maria_Szymanowska,7934,125,,,162,
Lew_Oborin,7230,133,,,162,
Michael_Curtiz,4350,187,,,162,
Bolesław_Jaszczuk,8526,119,,,162,
Rafał_Kurmański,4599,180,,,162,
Wiesław_Ociepka,7056,135,,,162,
Andrzej_Pszenicki,8955,57,,1,162,
Wojciech_Stattler,7910,62,,1,162,
Jerzy_Pomianowski_(pisarz),18694,70,,,162,
Leon_Chajn,11870,95,,,162,
Jan_Aleksander_Karłowicz,11331,98,,,162,
Władysław_Bieńkowski,7433,130,,,162,
Maria_Gerson-Dąbrowska,5440,15,1,,162,
Walenty_Wańkowicz,10812,50,,1,162,
Stanisław_Thiel,15272,26,,2,162,
Henryk_Makowski,5978,14,1,,162,
Zygmunt_Wojciechowski,4671,88,,1,162,
Jan_Miklaszewski,11094,49,,1,162,
Janusz_Kierzkowski,9613,109,,,162,
Andrzej_Przybielski,18921,69,,,162,
Gustaw_Leyding-Mielecki,10743,101,,,162,
Wanda_Krahelska,27124,54,,,162,
Stanisław_Janicki_(minister),7212,132,,,162,
Ludwik_Janczyszyn,14088,84,,,162,
Czesław_Śliwa,9445,10,1,,162,
Stanisław_Zakrzewski_(historyk),16959,74,,,162,
Lucyna_Messal,12079,46,,1,162,
Eliška_Krásnohorská,4881,16,1,,162,
Teodor_Anioła,9217,111,,,162,
Małgorzata_Handzelewicz-Wacławek,12568,90,,,162,
