cemetery,cemeteryLabel,adm_location,adm_locationLabel,location
http://www.wikidata.org/entity/Q30173761,Cmentarz,http://www.wikidata.org/entity/Q2080813,Siepraw,
http://www.wikidata.org/entity/Q30173812,Cmentarz,http://www.wikidata.org/entity/Q6440266,Krzywaczka,
http://www.wikidata.org/entity/Q30173857,Cmentarz,http://www.wikidata.org/entity/Q1003272,Sułkowice,
http://www.wikidata.org/entity/Q30173912,Cmentarz wojenny nr 373 z I wojny światowej,http://www.wikidata.org/entity/Q2851851,Wiśniowa,
http://www.wikidata.org/entity/Q30173940,Cmentarz,http://www.wikidata.org/entity/Q3018878,Chomranice,
http://www.wikidata.org/entity/Q30173974,Cmentarz rzym.-kat. tzw. Dzwonek Loretański,http://www.wikidata.org/entity/Q3967487,Librantowa,
http://www.wikidata.org/entity/Q30173987,Cmentarz wojenny nr 352 z I wojny światowej,http://www.wikidata.org/entity/Q546201,Marcinkowice,
http://www.wikidata.org/entity/Q30174012,Cmentarz,http://www.wikidata.org/entity/Q7999078,Wielogłowy,
http://www.wikidata.org/entity/Q30174037,"Cmentarz, XV/XVI",,,
http://www.wikidata.org/entity/Q30174048,Cmentarz,http://www.wikidata.org/entity/Q7253605,Przydonica,
http://www.wikidata.org/entity/Q30174128,Cmentarz żydowski,http://www.wikidata.org/entity/Q2030451,Biała Niżna,
http://www.wikidata.org/entity/Q30174132,Cmentarz wojenny nr 127 z I wojny światowej,http://www.wikidata.org/entity/Q4086861,Binczarowa,
http://www.wikidata.org/entity/Q30174142,Cmentarz,http://www.wikidata.org/entity/Q2037695,Florynka,
http://www.wikidata.org/entity/Q30174148,Cmentarz wojenny nr 126 z I wojny światowej,http://www.wikidata.org/entity/Q2037695,Florynka,
http://www.wikidata.org/entity/Q30174162,Cmentarz wojenny nr 130 z I wojny światowej,http://www.wikidata.org/entity/Q990669,Grybów,
http://www.wikidata.org/entity/Q30174218,Cmentarz żydowski,http://www.wikidata.org/entity/Q933901,Siołkowa,
http://www.wikidata.org/entity/Q30174224,Cmentarz wojenny nr 131 z I wojny światowej,http://www.wikidata.org/entity/Q941707,Stróże,
http://www.wikidata.org/entity/Q30174227,Cmentarz wojenny nr 128 z I wojny światowej,http://www.wikidata.org/entity/Q7975639,Wawrzka,
http://www.wikidata.org/entity/Q30174241,Cmentarz wojenny nr 144 z I wojny światowej,http://www.wikidata.org/entity/Q6440516,Królowa Polska,
http://www.wikidata.org/entity/Q30174317,Cmentarz,http://www.wikidata.org/entity/Q5202214,Czyrna,
http://www.wikidata.org/entity/Q30174348,Cmentarz,http://www.wikidata.org/entity/Q259497,Krynica-Zdrój,
http://www.wikidata.org/entity/Q30174597,Cmentarz,http://www.wikidata.org/entity/Q259497,Krynica-Zdrój,
http://www.wikidata.org/entity/Q30174612,Cmentarz,http://www.wikidata.org/entity/Q7196906,Piorunka,
http://www.wikidata.org/entity/Q30174619,Cmentarz,http://www.wikidata.org/entity/Q7208981,Polany,
http://www.wikidata.org/entity/Q30174650,Cmentarz,http://www.wikidata.org/entity/Q782188,Kamianna,
http://www.wikidata.org/entity/Q30174656,Cmentarz,http://www.wikidata.org/entity/Q8080758,Łosie,
http://www.wikidata.org/entity/Q30174707,Cmentarz rzym.-kat. i cmentarz wojenny nr 353 z I wojny światowej,http://www.wikidata.org/entity/Q7862582,Tęgoborze,
http://www.wikidata.org/entity/Q30174748,Cmentarz,http://www.wikidata.org/entity/Q11695249,Dubne,
http://www.wikidata.org/entity/Q30174754,Cmentarz,http://www.wikidata.org/entity/Q6164302,Jastrzębik,
http://www.wikidata.org/entity/Q30174770,Cmentarz,http://www.wikidata.org/entity/Q3845215,Leluchów,
http://www.wikidata.org/entity/Q30174797,Ogrodzenie cmentarza kościelnego,http://www.wikidata.org/entity/Q1642884,Muszyna,
http://www.wikidata.org/entity/Q30174834,Cmentarz wojenny nr 345 z I wojny światowej (w obrębie cmentarza parafialnego),http://www.wikidata.org/entity/Q1642884,Muszyna,
http://www.wikidata.org/entity/Q30174921,Cmentarz,http://www.wikidata.org/entity/Q2492222,Powroźnik,Point(20.951918 49.36773)
http://www.wikidata.org/entity/Q30174933,Cmentarz,http://www.wikidata.org/entity/Q2693044,Szczawnik,
http://www.wikidata.org/entity/Q30174945,Cmentarz,http://www.wikidata.org/entity/Q5191967,Wojkowa,Point(20.994829 49.343725)
http://www.wikidata.org/entity/Q30174958,Cmentarz,http://www.wikidata.org/entity/Q1972276,Żegiestów,
http://www.wikidata.org/entity/Q30175013,Cmentarz,http://www.wikidata.org/entity/Q8083224,Żeleźnikowa Wielka,
http://www.wikidata.org/entity/Q30175027,Cmentarz,http://www.wikidata.org/entity/Q3567972,Wierchomla Wielka,
http://www.wikidata.org/entity/Q30175055,Cmentarz wojenny nr 347 z I wojny światowej (kwatera na cmentarzu),,,
http://www.wikidata.org/entity/Q30175892,Cmentarz,http://www.wikidata.org/entity/Q1280257,Stary Sącz,
http://www.wikidata.org/entity/Q30178916,Cmentarz wojenny nr 348 z I wojny światowej (kwatera na cmentarzu komunalnym),http://www.wikidata.org/entity/Q1280257,Stary Sącz,
http://www.wikidata.org/entity/Q30179340,Cmentarz,http://www.wikidata.org/entity/Q5103514,Chochołów,
http://www.wikidata.org/entity/Q30181635,Cmentarz,http://www.wikidata.org/entity/Q677800,Orawka,Point(19.717044 49.510699)
http://www.wikidata.org/entity/Q30181669,Cmentarz żydowski,http://www.wikidata.org/entity/Q831065,Podwilk,
http://www.wikidata.org/entity/Q30182109,Cmentarz,http://www.wikidata.org/entity/Q652207,Frydman,
http://www.wikidata.org/entity/Q30182307,Cmentarz,http://www.wikidata.org/entity/Q1182319,Łapsze Wyżne,
http://www.wikidata.org/entity/Q30182366,Cmentarz rodzinny Salamonów,http://www.wikidata.org/entity/Q303214,Niedzica,
http://www.wikidata.org/entity/Q30182501,Cmentarz,http://www.wikidata.org/entity/Q831195,Trybsz,Point(20.138778 49.407842)
http://www.wikidata.org/entity/Q30182540,"Cmentarz , tzw. Stary",http://www.wikidata.org/entity/Q507283,Lipnica Wielka,Point(19.612719 49.496549)
http://www.wikidata.org/entity/Q30182564,Cmentarz,http://www.wikidata.org/entity/Q202086,Dębno,
http://www.wikidata.org/entity/Q30182795,Cmentarz,http://www.wikidata.org/entity/Q3847658,Nowa Biała,
http://www.wikidata.org/entity/Q30182858,Cmentarz,http://www.wikidata.org/entity/Q231593,Nowy Targ,
http://www.wikidata.org/entity/Q30183102,Cmentarz,http://www.wikidata.org/entity/Q7860233,Tylmanowa,
http://www.wikidata.org/entity/Q30183188,Cmentarz,http://www.wikidata.org/entity/Q2701295,Raba Wyżna,
http://www.wikidata.org/entity/Q30183314,Cmentarz,http://www.wikidata.org/entity/Q7511078,Sieniawa,
http://www.wikidata.org/entity/Q30183419,Cmentarz,http://www.wikidata.org/entity/Q1005356,Rabka-Zdrój,
http://www.wikidata.org/entity/Q30183471,Cmentarz przykościelny,http://www.wikidata.org/entity/Q1005356,Rabka-Zdrój,
http://www.wikidata.org/entity/Q30183986,Cmentarz,http://www.wikidata.org/entity/Q5096229,Spytkowice,
http://www.wikidata.org/entity/Q30184054,Cmentarz,http://www.wikidata.org/entity/Q2381906,Szaflary,
http://www.wikidata.org/entity/Q30184123,Cmentarza (stary),http://www.wikidata.org/entity/Q1000438,Szczawnica,
http://www.wikidata.org/entity/Q30184418,Cmentarz,http://www.wikidata.org/entity/Q1000438,Szczawnica,
http://www.wikidata.org/entity/Q30184468,Cmentarz,http://www.wikidata.org/entity/Q1000438,Szczawnica,
http://www.wikidata.org/entity/Q30185259,Cmentarz rzym.-kat. Stary,http://www.wikidata.org/entity/Q6003589,Imbramowice,
http://www.wikidata.org/entity/Q30580063,Cmentarz rzym.-kat. (część),,,Point(22.408354 52.84392)
http://www.wikidata.org/entity/Q30580069,Cmentarz rzym.-kat. (część),,,Point(22.347811 52.857801)
http://www.wikidata.org/entity/Q30580085,Cmentarz wojenny z I wojny światowej,,,Point(22.586472 52.750472)
http://www.wikidata.org/entity/Q30580124,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5747610,Lubowicz-Byzie,
http://www.wikidata.org/entity/Q30580252,Cmentarz wojenny z II wojny światowej,http://www.wikidata.org/entity/Q5617548,Wnory-Wandy,Point(22.599558 53.065216)
http://www.wikidata.org/entity/Q30580286,Cmentarz rzym.-kat. (część),http://www.wikidata.org/entity/Q3351578,Kulesze Kościelne,Point(22.502274 53.016874)
http://www.wikidata.org/entity/Q30580309,Obiekty cmentarza rzym.-kat.,http://www.wikidata.org/entity/Q5747229,Jabłoń Kościelna,Point(22.649973 52.919036)
http://www.wikidata.org/entity/Q30580314,Cmentarz wojenny z I wojny światowej (żołnierzy niemieckich),http://www.wikidata.org/entity/Q5747229,Jabłoń Kościelna,Point(22.665583 52.915778)
http://www.wikidata.org/entity/Q30580315,Cmentarz wojenny z I wojny światowej (żołnierzy rosyjskich),http://www.wikidata.org/entity/Q5747229,Jabłoń Kościelna,Point(22.668167 52.914306)
http://www.wikidata.org/entity/Q30580318,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5746053,Jabłoń-Śliwowo,Point(22.681944 52.903806)
http://www.wikidata.org/entity/Q30580320,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5750853,Krasowo Wielkie,Point(22.714972 52.8395)
http://www.wikidata.org/entity/Q30580321,Cmentarz ludności cywilnej z II wojny światowej,http://www.wikidata.org/entity/Q5746281,Krasowo-Częstki,Point(22.679928 52.854002)
http://www.wikidata.org/entity/Q30580322,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5746734,Łopienie-Zyski,Point(22.719539 52.881598)
http://www.wikidata.org/entity/Q30580324,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5619761,Stokowisko,Point(22.707984 52.898461)
http://www.wikidata.org/entity/Q30580326,Cmentarz wojenny z I wojny światowej (żołnierzy niemieckich),http://www.wikidata.org/entity/Q4979829,Bruszewo,
http://www.wikidata.org/entity/Q30580327,Cmentarz wojenny z I wojny światowej (żołnierzy rosyjskich),http://www.wikidata.org/entity/Q4979829,Bruszewo,
http://www.wikidata.org/entity/Q30580330,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5743726,Rzące,Point(22.68578 52.951615)
http://www.wikidata.org/entity/Q30580334,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q2695642,Sokoły,Point(22.688152 52.989509)
http://www.wikidata.org/entity/Q30580354,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q5743870,Waniewo,Point(22.81451 53.07477)
http://www.wikidata.org/entity/Q30580370,Cmentarz wojenny z I wojny światowej,,,Point(22.527556 52.866917)
http://www.wikidata.org/entity/Q30580374,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q8082019,Średnica-Pawłowięta,Point(22.587417 52.872083)
http://www.wikidata.org/entity/Q30580375,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q4981746,Brzóski-Tatary,Point(22.59553 52.913901)
http://www.wikidata.org/entity/Q30580376,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q4983737,Buczyno-Mikosy,Point(22.558472 52.954982)
http://www.wikidata.org/entity/Q30580377,Cmentarz wojenny z I wojny światowej (żołnierzy niemieckich),http://www.wikidata.org/entity/Q4986760,Bujny-Biszewo,
http://www.wikidata.org/entity/Q30580415,Ogrodzenie z bramą cmentarza kościelnego,http://www.wikidata.org/entity/Q974569,Jabłonka Kościelna,
http://www.wikidata.org/entity/Q30580453,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q974569,Jabłonka Kościelna,Point(22.368507 52.952846)
http://www.wikidata.org/entity/Q30580461,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5745858,Mazury,Point(22.614326 52.947907)
http://www.wikidata.org/entity/Q30580465,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q5745662,Stara Ruś,Point(22.648917 52.970139)
http://www.wikidata.org/entity/Q30580762,Cmentarz rzym.-kat. (część),http://www.wikidata.org/entity/Q335580,Wysokie Mazowieckie,Point(22.506309 52.921787)
http://www.wikidata.org/entity/Q30580796,Cmentarz rzym.-kat. (część),http://www.wikidata.org/entity/Q1807766,Kołaki Kościelne,Point(22.377306 53.025083)
http://www.wikidata.org/entity/Q30580797,Cmentarz żydowski z II wojny światowej,http://www.wikidata.org/entity/Q1807766,Kołaki Kościelne,
http://www.wikidata.org/entity/Q30580798,Cmentarz rzym.-kat. (część),,,Point(22.439583 53.086306)
http://www.wikidata.org/entity/Q30580801,Cmentarz ewangelicki,http://www.wikidata.org/entity/Q986426,Paproć Duża,Point(22.145723 52.866467)
http://www.wikidata.org/entity/Q30580805,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q8082990,Żabikowo Rządowe,Point(22.120194 52.921778)
http://www.wikidata.org/entity/Q30581418,Cmentarz,http://www.wikidata.org/entity/Q326577,Bytów,
http://www.wikidata.org/entity/Q30581516,Cmentarz ewangelicki (zasłużonych leśników niemieckich),http://www.wikidata.org/entity/Q7263832,Pyszno,
http://www.wikidata.org/entity/Q30581840,Cmentarz,http://www.wikidata.org/entity/Q5065719,Cetyń,
http://www.wikidata.org/entity/Q30581920,Cmentarz jeniecki z I wojny światowej,http://www.wikidata.org/entity/Q1015157,Czarne,
http://www.wikidata.org/entity/Q30582119,Cmentarz,http://www.wikidata.org/entity/Q5320997,Dębnica,
http://www.wikidata.org/entity/Q30582392,Cmentarz grzebalny,http://www.wikidata.org/entity/Q966012,Giemlice,
http://www.wikidata.org/entity/Q30582411,"Cmentarz grzebalny, XVI/XVII",http://www.wikidata.org/entity/Q2518646,Kiezmark,
http://www.wikidata.org/entity/Q30582446,"Cmentarz, XIV/XV",http://www.wikidata.org/entity/Q1878739,Leszkowy,
http://www.wikidata.org/entity/Q30582524,Cmentarz grzebalny,http://www.wikidata.org/entity/Q2456723,Trutnowy,
http://www.wikidata.org/entity/Q30582756,Cmentarz,http://www.wikidata.org/entity/Q988590,Pruszcz Gdański,
http://www.wikidata.org/entity/Q30582780,Cmentarz,http://www.wikidata.org/entity/Q988590,Pruszcz Gdański,
http://www.wikidata.org/entity/Q30582923,Cmentarz przykościelny,http://www.wikidata.org/entity/Q8083454,Żuława,
http://www.wikidata.org/entity/Q30582955,Cmentarz luterański,http://www.wikidata.org/entity/Q1822829,Krzywe Koło,
http://www.wikidata.org/entity/Q30582995,Cmentarz,http://www.wikidata.org/entity/Q1959793,Mierzeszyn,
http://www.wikidata.org/entity/Q30583010,Cmentarz,http://www.wikidata.org/entity/Q7550162,Sobowidz,
http://www.wikidata.org/entity/Q30583050,Cmentarz,http://www.wikidata.org/entity/Q139080,Trąbki Wielkie,
http://www.wikidata.org/entity/Q30583085,Cmentarz grzebalny,http://www.wikidata.org/entity/Q1021035,Chmielno,
http://www.wikidata.org/entity/Q30583086,Cmentarz katolicki,http://www.wikidata.org/entity/Q1021035,Chmielno,
http://www.wikidata.org/entity/Q30583341,Cmentarz,http://www.wikidata.org/entity/Q1021240,Przodkowo,
http://www.wikidata.org/entity/Q30583377,Cmentarz,http://www.wikidata.org/entity/Q1021091,Sierakowice,
http://www.wikidata.org/entity/Q30583415,Cmentarz,http://www.wikidata.org/entity/Q1955859,Połęczyno,
http://www.wikidata.org/entity/Q30583450,Cmentarz,http://www.wikidata.org/entity/Q2399042,Łączyno,
http://www.wikidata.org/entity/Q30583576,Cmentarz,http://www.wikidata.org/entity/Q1021235,Sulęczyno,
http://www.wikidata.org/entity/Q30583594,Cmentarz grzebalny,http://www.wikidata.org/entity/Q4977088,Chwaszczyno,
http://www.wikidata.org/entity/Q30583776,Cmentarz,http://www.wikidata.org/entity/Q161893,Żukowo,
http://www.wikidata.org/entity/Q30583826,Cmentarz grzebalny,http://www.wikidata.org/entity/Q7998953,Wiele,Point(17.860422 53.92202)
http://www.wikidata.org/entity/Q30583978,Cmentarz,http://www.wikidata.org/entity/Q935784,Kościerzyna,
http://www.wikidata.org/entity/Q30584005,Cmentarz,http://www.wikidata.org/entity/Q935784,Kościerzyna,
http://www.wikidata.org/entity/Q30584042,Cmentarz,http://www.wikidata.org/entity/Q4977371,Wysin,
http://www.wikidata.org/entity/Q30584054,Cmentarz grzebalny,http://www.wikidata.org/entity/Q497088,Lipusz,
http://www.wikidata.org/entity/Q30584057,Cmentarz katolicki,http://www.wikidata.org/entity/Q497088,Lipusz,Point(17.7825 54.095278)
http://www.wikidata.org/entity/Q30584066,Cmentarz,http://www.wikidata.org/entity/Q1021007,Stara Kiszewa,
http://www.wikidata.org/entity/Q30584067,Cmentarz komunalny,http://www.wikidata.org/entity/Q1021007,Stara Kiszewa,Point(18.171389 53.988889)
http://www.wikidata.org/entity/Q30584107,Cmentarz,http://www.wikidata.org/entity/Q2229946,Czarne Dolne,
http://www.wikidata.org/entity/Q30584113,Cmentarz,http://www.wikidata.org/entity/Q570639,Gardeja,
http://www.wikidata.org/entity/Q30584136,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q570639,Gardeja,
http://www.wikidata.org/entity/Q30584167,Cmentarz,http://www.wikidata.org/entity/Q11793510,Nowa Wioska,
http://www.wikidata.org/entity/Q30584177,Cmentarz,http://www.wikidata.org/entity/Q6155454,Janowo,Point(18.85681 53.81721)
http://www.wikidata.org/entity/Q30584530,Cmentarz,http://www.wikidata.org/entity/Q6759023,Mareza,
http://www.wikidata.org/entity/Q30584541,Cmentarz grzebalny,http://www.wikidata.org/entity/Q640318,Tychnowy,
http://www.wikidata.org/entity/Q30584696,Cmentarz,http://www.wikidata.org/entity/Q7357273,Rodowo,
http://www.wikidata.org/entity/Q30584728,"Cmentarz, XVI/XVII",http://www.wikidata.org/entity/Q7605147,Stańkowo,
http://www.wikidata.org/entity/Q30584732,Cmentarz,http://www.wikidata.org/entity/Q924272,Trumiejki,
http://www.wikidata.org/entity/Q30584752,Cmentarz,http://www.wikidata.org/entity/Q4890144,Benowo,
http://www.wikidata.org/entity/Q30584815,Cmentarz,http://www.wikidata.org/entity/Q763665,Ryjewo,
http://www.wikidata.org/entity/Q30584856,Cmentarz,http://www.wikidata.org/entity/Q345347,Łebunia,
http://www.wikidata.org/entity/Q30585298,Brama na cmentarz przykościelny,http://www.wikidata.org/entity/Q1792,Gdańsk,
http://www.wikidata.org/entity/Q30585299,Cmentarz,,,
http://www.wikidata.org/entity/Q30585302,Ogrodzenie cmentarza przykościelnego z bramami,,,
http://www.wikidata.org/entity/Q30585399,Cmentarz szpitalny (teren),,,
http://www.wikidata.org/entity/Q30585427,Cmentarz garnizonowy (komunalny),http://www.wikidata.org/entity/Q1792,Gdańsk,
http://www.wikidata.org/entity/Q30585429,"Cmentarz, tzw. Nowy (ewangelicki)",,,
http://www.wikidata.org/entity/Q30585435,Cmentarz żydowski,http://www.wikidata.org/entity/Q1792,Gdańsk,
http://www.wikidata.org/entity/Q30585645,Cmentarz prawosławny w Choroszczynce,http://www.wikidata.org/entity/Q3017687,Choroszczynka,Point(23.44 51.910833)
http://www.wikidata.org/entity/Q30616013,Cmentarz katolicki,,,
http://www.wikidata.org/entity/Q30616039,Cmentarz ewangelicki,,,
http://www.wikidata.org/entity/Q30620691,Cmentarz przykościelny (zieleniec),http://www.wikidata.org/entity/Q385,Gdynia,
http://www.wikidata.org/entity/Q30622173,Cmentarz prawosławny w Olszynie,http://www.wikidata.org/entity/Q263075,Olszyn,Point(23.382306 52.12325)
http://www.wikidata.org/entity/Q30622208,Cmentarz grzebalny,http://www.wikidata.org/entity/Q385,Gdynia,
http://www.wikidata.org/entity/Q30624282,Cmentarz,http://www.wikidata.org/entity/Q105048,Słupsk,
http://www.wikidata.org/entity/Q30628136,Cmentarz rzym.-kat. (nieczynny),http://www.wikidata.org/entity/Q92689,Sopot,Point(18.5475 54.450277777)
http://www.wikidata.org/entity/Q30628269,"Cmentarz ewangelicki, ob. komunalny",http://www.wikidata.org/entity/Q92689,Sopot,
http://www.wikidata.org/entity/Q30628401,Cmentarz żydowski,http://www.wikidata.org/entity/Q92689,Sopot,Point(18.546337 54.450705)
http://www.wikidata.org/entity/Q30634923,Cmentarz,http://www.wikidata.org/entity/Q2362665,Boręty,
http://www.wikidata.org/entity/Q30635498,Cmentarz grzebalny,http://www.wikidata.org/entity/Q6493810,Lasowice Wielkie,
http://www.wikidata.org/entity/Q30639211,Cmentarz mennonicki,http://www.wikidata.org/entity/Q7618353,Stogi,Point(18.98088 54.07088)
http://www.wikidata.org/entity/Q30064638,Zespół starego cmentarza,http://www.wikidata.org/entity/Q161595,Mysłowice,
http://www.wikidata.org/entity/Q30064753,Cmentarz,http://www.wikidata.org/entity/Q158488,Piekary Śląskie,
http://www.wikidata.org/entity/Q30065389,Cmentarz,http://www.wikidata.org/entity/Q105060,Sosnowiec,
http://www.wikidata.org/entity/Q30065485,Cmentarz,http://www.wikidata.org/entity/Q45197,Świętochłowice,
http://www.wikidata.org/entity/Q30065588,Cmentarz,http://www.wikidata.org/entity/Q103892,Zabrze,Point(18.768818 50.304713)
http://www.wikidata.org/entity/Q30065653,Cmentarz,http://www.wikidata.org/entity/Q103892,Zabrze,Point(18.818607 50.320147)
http://www.wikidata.org/entity/Q30065668,Cmentarz,http://www.wikidata.org/entity/Q103892,Zabrze,
http://www.wikidata.org/entity/Q30065752,Cmentarz,,,
http://www.wikidata.org/entity/Q30065763,Cmentarz ewangelicko-augsburski,http://www.wikidata.org/entity/Q659905,Mikołów,Point(18.902536 50.173424)
http://www.wikidata.org/entity/Q30065804,Cmentarz,http://www.wikidata.org/entity/Q1001207,Orzesze,
http://www.wikidata.org/entity/Q30065805,"Orzesze Woszczyce, ogrodzenie cmentarza",http://www.wikidata.org/entity/Q1001207,Orzesze,
http://www.wikidata.org/entity/Q30065813,Ogrodzenie d. cmentarza kościelnego - mur z bramkami i epitafiami przy plebanii,http://www.wikidata.org/entity/Q6435293,Koziegłówki,Point(19.163888888 50.5975)
http://www.wikidata.org/entity/Q30065825,Cmentarz,http://www.wikidata.org/entity/Q7200143,Pińczyce,
http://www.wikidata.org/entity/Q30065836,Cmentarz wojenny z I wojny światowej,http://www.wikidata.org/entity/Q6434222,Kotowice,Point(19.450777777 50.586625)
http://www.wikidata.org/entity/Q30065843,Cmentarz katolicki,http://www.wikidata.org/entity/Q149411,Żarki,Point(19.3728854 50.6246778)
http://www.wikidata.org/entity/Q30065844,Cmentarz żydowski,http://www.wikidata.org/entity/Q149411,Żarki,Point(19.360044444 50.630097222)
http://www.wikidata.org/entity/Q30065881,Cmentarz,http://www.wikidata.org/entity/Q4981433,Brzeźce,Point(18.831918 49.984657)
http://www.wikidata.org/entity/Q30066761,Cmentarz,http://www.wikidata.org/entity/Q329833,Tarnowskie Góry,
http://www.wikidata.org/entity/Q30066831,Cmentarz,http://www.wikidata.org/entity/Q168286,Zbrosławice,Point(18.751267 50.417248)
http://www.wikidata.org/entity/Q30066930,Cmentarz,http://www.wikidata.org/entity/Q6405146,Kidów,
http://www.wikidata.org/entity/Q30067100,Cmentarz,http://www.wikidata.org/entity/Q2405929,Włodowice,
http://www.wikidata.org/entity/Q30067191,Cmentarz żydowski,http://www.wikidata.org/entity/Q148827,Zawiercie,Point(19.491142 50.487097)
http://www.wikidata.org/entity/Q30067209,Cmentarz,http://www.wikidata.org/entity/Q2344944,Chlina,
http://www.wikidata.org/entity/Q30067219,Cmentarz,http://www.wikidata.org/entity/Q8080445,Łany Wielkie,
http://www.wikidata.org/entity/Q30067247,Cmentarz parafialny,http://www.wikidata.org/entity/Q2623132,Gilowice,Point(19.3075 49.714778)
http://www.wikidata.org/entity/Q30067258,Cmentarz parafialny,http://www.wikidata.org/entity/Q7384824,Rychwałd,
http://www.wikidata.org/entity/Q30067261,Cmentarz katolicki,http://www.wikidata.org/entity/Q7384824,Rychwałd,Point(19.265749 49.696208)
http://www.wikidata.org/entity/Q30067300,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q2053257,Koszarawa,Point(19.446702 49.637767)
http://www.wikidata.org/entity/Q30067301,Cmentarz przy kościele św. Michała Archanioła,http://www.wikidata.org/entity/Q2181417,Łękawica,Point(19.265932 49.72329)
http://www.wikidata.org/entity/Q30067306,Cmentarz,http://www.wikidata.org/entity/Q927225,Lipowa,
http://www.wikidata.org/entity/Q30067309,Cmentarz rzym.-kat,http://www.wikidata.org/entity/Q927225,Lipowa,Point(19.088531 49.67973)
http://www.wikidata.org/entity/Q30067313,Cmentarz,http://www.wikidata.org/entity/Q3079106,Łodygowice,
http://www.wikidata.org/entity/Q30067314,Cmentarz,http://www.wikidata.org/entity/Q3079106,Łodygowice,Point(19.155806 49.72596)
http://www.wikidata.org/entity/Q30067328,Cmentarz rzymsko-katolicki,http://www.wikidata.org/entity/Q1221928,Milówka,
http://www.wikidata.org/entity/Q30067342,"Cmentarz, XIV/XV",http://www.wikidata.org/entity/Q1019490,Radziechowy,
http://www.wikidata.org/entity/Q30067343,Cmentarz katolicki,http://www.wikidata.org/entity/Q1019490,Radziechowy,Point(19.125556 49.649251)
http://www.wikidata.org/entity/Q30067346,Cmentarz choleryczny,http://www.wikidata.org/entity/Q1019490,Radziechowy,Point(19.1517721 49.6432724)
http://www.wikidata.org/entity/Q30067350,Cmentarz przykościelny (teren po d. kościele i starym cmentarzu),http://www.wikidata.org/entity/Q7766333,Rajcza,
http://www.wikidata.org/entity/Q30067351,Cmentarz w Rajczy,http://www.wikidata.org/entity/Q7766333,Rajcza,Point(19.103444 49.505972)
http://www.wikidata.org/entity/Q30067354,Cmentarz parafialny,http://www.wikidata.org/entity/Q2477043,Ślemień,Point(19.374728 49.717945)
http://www.wikidata.org/entity/Q30067357,Cmentarz katolicki,http://www.wikidata.org/entity/Q2477043,Ślemień,Point(19.374594 49.718132)
http://www.wikidata.org/entity/Q30067362,Cmentarz katolicki,http://www.wikidata.org/entity/Q2061795,Ujsoły,Point(19.148178 49.478466)
http://www.wikidata.org/entity/Q30067383,Cmentarz rzymsko-katolicki,http://www.wikidata.org/entity/Q661313,Cięcina,Point(19.134 49.616389)
http://www.wikidata.org/entity/Q30067397,Cmentarz,http://www.wikidata.org/entity/Q373059,Żywiec,
http://www.wikidata.org/entity/Q30067405,Cmentarz parafialny Przemienienia Pańskiego,http://www.wikidata.org/entity/Q373059,Żywiec,Point(19.213318 49.689066)
http://www.wikidata.org/entity/Q30067408,Cmentarz (nieczynny),http://www.wikidata.org/entity/Q373059,Żywiec,Point(19.202803 49.695826)
http://www.wikidata.org/entity/Q30069258,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q855976,Białobrzegi,Point(20.9575 51.647222)
http://www.wikidata.org/entity/Q30069266,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q10749250,Jasionna,Point(20.902222 51.616389)
http://www.wikidata.org/entity/Q30069319,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q581923,Bukówno,Point(20.844722 51.543889)
http://www.wikidata.org/entity/Q30069357,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q745051,Ciechanów,Point(20.62139 52.87378)
http://www.wikidata.org/entity/Q30069756,Cmentarz rzym.-kat.,http://www.wikidata.org/entity/Q3137649,Opinogóra Górna,Point(20.711833 52.904222)
http://www.wikidata.org/entity/Q30069988,Cmentarz przykościelny,http://www.wikidata.org/entity/Q2308412,Ciemniewko,Point(20.74064 52.8145)
http://www.wikidata.org/entity/Q30070045,Cmentarz kościelny,http://www.wikidata.org/entity/Q979851,Sońsk,Point(20.696333 52.783333)
http://www.wikidata.org/entity/Q30070185,"Cmentarz (stara część), XVIII/XIX",http://www.wikidata.org/entity/Q604036,Parysów,Point(21.671944 51.975833)
